Taxonomy ID,Domain,Status,Proposal Name,Genome Name,Taxon Object ID,NCBI Taxon ID,RefSeq Project ID,GenBank Project ID,Phylum,Class,Order,Family,Genus,Species,Strain,Sequencing Center,IMG Submission ID,GOLD ID,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Diseases,Energy Source,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Isolation,Specific Ecosystem,Motility,Metabolism,Oxygen Requirement,Phenotype,Salinity,Sporulation,Temperature Range,Genome Size,Gene Count,16S rRNA Count,Paralogs Count,Paralogs %,KEGG Count,KEGG %,MetaCyc Count,MetaCyc %,IMG Pathwawy Count,IMG Pathway %
642979309,Bacteria,Draft,zzz,Mycobacterium tuberculosis 02_1987,642979309,515616,55097,29167,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,02_1987,Broad Institute,,Gi02507,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4443138,4318,3,927,21.47,1043,24.15,707,16.37,234,5.42
647000279,Bacteria,Draft,zzz,Mycobacterium tuberculosis 210,647000279,164513,42617,273,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,210,J. Craig Venter Institute,,Gi00385,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4395332,4182,1,780,18.65,1018,24.34,701,16.76,214,5.12
642979310,Bacteria,Draft,zzz,Mycobacterium tuberculosis 94_M4241A,642979310,515615,55095,29165,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,94_M4241A,Broad Institute,,Gi02503,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4410654,4282,2,856,19.99,1013,23.66,681,15.9,227,5.3
645058721,Bacteria,Draft,zzz,Mycobacterium tuberculosis 98-R604 INH-RIF-EM,645058721,555461,55399,30979,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,98-R604 INH-RIF-EM',Broad Institute,,Gi03359,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4286999,4159,,759,18.25,1021,24.55,701,16.86,180,4.33
638341130,Bacteria,Draft,zzz,Mycobacterium tuberculosis C,638341130,348776,54359,16172,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,C,Broad Institute,,Gi01205,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4276200,4087,2,707,17.3,977,23.91,658,16.1,282,6.9
637000172,Bacteria,Finished,zzz,Mycobacterium tuberculosis CDC1551,637000172,83331,57775,223,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,CDC1551,J. Craig Venter Institute,,Gc00063,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4403706,4300,1,721,16.77,1081,25.14,743,17.28,306,7.12
645951826,Bacteria,Draft,zzz,Mycobacterium tuberculosis CPHL_A,645951826,611303,55877,34553,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,CPHL_A,Broad Institute,,Gi02888,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4376881,4187,,779,18.61,1039,24.81,709,16.93,236,5.64
642979363,Bacteria,Draft,zzz,Mycobacterium tuberculosis EAS054,642979363,520140,55133,29329,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,EAS054,Broad Institute,,Gi02519,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4366920,4150,1,762,18.36,1019,24.55,696,16.77,186,4.48
640427123,Bacteria,Finished,zzz,Mycobacterium tuberculosis F11 (ExPEC),640427123,336982,58417,15642,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,F11,Broad Institute,,Gc00578,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4424435,4019,1,773,19.23,1094,27.22,760,18.91,306,7.61
642979350,Bacteria,Draft,zzz,Mycobacterium tuberculosis GM 1503,642979350,537209,55271,30015,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,GM 1503,Broad Institute,,Gi02498,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4261330,4163,1,723,17.37,952,22.87,644,15.47,212,5.09
640427124,Bacteria,Finished,zzz,Mycobacterium tuberculosis H37Ra,640427124,419947,58853,18883,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,H37Ra,Beijing Genomics Institute,,Gc00577,Free living,Airways,Lung,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4419977,4099,1,789,19.25,1100,26.84,762,18.59,305,7.44
641736240,Bacteria,Draft,zzz,Mycobacterium tuberculosis H37Ra,641736240,419947,54595,18649,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,H37Ra,Beijing Genomics Institute,,Gi03342,Free living,Airways,Lung,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4326442,4489,1,733,16.33,984,21.92,662,14.75,278,6.19
637000173,Bacteria,Finished,zzz,Mycobacterium tuberculosis H37Rv (lab strain),637000173,83332,57777,224,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,H37Rv,Sanger Institute,,Gc00015,Free living,Airways,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4411532,4062,1,786,19.35,1099,27.06,760,18.71,306,7.53
641736194,Bacteria,Draft,zzz,Mycobacterium tuberculosis Haarlem,641736194,395095,54453,17353,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,str. Haarlem,Broad Institute,,Gi01206,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4347292,4376,2,717,16.38,1001,22.87,679,15.52,279,6.38
645951854,Bacteria,Draft,zzz,Mycobacterium tuberculosis K85,645951854,611304,55879,34555,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,K85,Broad Institute,,Gi02522,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4399672,4249,3,831,19.56,1056,24.85,720,16.95,242,5.7
644736391,Bacteria,Finished,zzz,Mycobacterium tuberculosis KZN 1435 (MDR),644736391,478434,59069,21055,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,KZN 1435,Broad Institute,,Gc01079,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4398250,4107,1,767,18.68,1097,26.71,758,18.46,240,5.84
647000280,Bacteria,Draft,zzz,Mycobacterium tuberculosis KZN 4207,647000280,478433,47493,39761,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,KZN 4207,Texas A&M Univ,,Gi04656,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4383975,4192,1,781,18.63,1067,25.45,735,17.53,227,5.42
645058860,Bacteria,Draft,zzz,Mycobacterium tuberculosis KZN 4207 (DS),645058860,478433,54945,21053,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,KZN 4207,Broad Institute,,Gi01906,,,,,,,,,,,,,,,,,,,,,4331915,4116,1,736,17.88,1005,24.42,690,16.76,167,4.06
645058861,Bacteria,Draft,zzz,Mycobacterium tuberculosis KZN 605 (XDR),645058861,478435,54947,21057,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,KZN 605,Broad Institute,,Gi01904,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4237019,4019,,720,17.91,977,24.31,660,16.42,167,4.16
648276692,Bacteria,Draft,zzz,Mycobacterium tuberculosis KZN R506,648276692,663886,47489,39767,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,KZN R506,Texas A&M Univ,,Gi04663,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4367618,4219,1,787,18.65,1076,25.5,742,17.59,208,4.93
647000281,Bacteria,Draft,zzz,Mycobacterium tuberculosis KZN V2475,647000281,663887,47491,39765,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,KZN V2475,Texas A&M Univ,,Gi04664,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4356301,4211,1,798,18.95,1068,25.36,736,17.48,226,5.37
642979349,Bacteria,Draft,zzz,Mycobacterium tuberculosis T17,642979349,537210,55273,30017,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,T17,Broad Institute,,Gi02511,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4277414,4300,,759,17.65,936,21.77,630,14.65,229,5.33
645951864,Bacteria,Draft,zzz,Mycobacterium tuberculosis T46,645951864,611302,55875,34551,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,T46,Broad Institute,,Gi02512,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4347699,4183,2,743,17.76,1002,23.95,676,16.16,228,5.45
642979311,Bacteria,Draft,zzz,Mycobacterium tuberculosis T92,642979311,515617,55099,29169,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,T92,Broad Institute,,Gi02513,Free living,,,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Pathogen,,Nonsporulating,Mesophile,4260358,4300,1,738,17.16,919,21.37,621,14.44,196,4.56
642555140,Bacteria,Finished,zzz,Mycobacterium ulcerans Agy99,642555140,362242,62939,16230,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,ulcerans,Agy99,Institut Pasteur,,Gc00469,Free living,Skin,,Singles,Rod-shaped,Buruli ulcer,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,"Pathogen, Antibiotic resistant",,Nonsporulating,Mesophile,5805761,4306,1,959,22.27,1081,25.1,783,18.18,317,7.36
639633044,Bacteria,Finished,"Mycobacteria, 5 strains",Mycobacterium vanbaalenii PYR-1,639633044,350058,58463,15761,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,vanbaalenii,PYR-1,DOE Joint Genome Institute,,Gc00479,Free living,,,Singles,Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Nonmotile,PAH-degrading,Aerobe,,,Nonsporulating,Mesophile,6491865,6047,2,1498,24.77,1384,22.89,1026,16.97,332,5.49
637000186,Bacteria,Finished,zzz,Myxococcus xanthus DK 1622,637000186,246197,58003,1421,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,xanthus,DK 1622,"J. Craig Venter Institute, Monsanto",,Gc00391,Free living,,,Singles,Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,,Obligate aerobe,Non-Pathogen,,Sporulating,Mesophile,9139763,7454,4,1093,14.66,1279,17.16,821,11.01,342,4.59
644736393,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Nakamurella multipartita Y-104, DSM 44233",644736393,479431,59221,29537,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,Nakamurella,multipartita,"Y-104, DSM 44233","DOE Joint Genome Institute, DSMZ",,Gc01177,Free living,,,"Clusters, Singles, Pairs",Coccus-shaped,None,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,,,Nonsporulating,Mesophile,6060298,5471,2,1050,19.19,1262,23.07,908,16.6,310,5.67
643692029,Bacteria,Finished,zzz,Nautilia profundicola Am-H,643692029,598659,59345,32573,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia,profundicola,AmH,"J. Craig Venter Institute, Univ of Delaware",,Gc00958,Free living,,,,Rod-shaped,None,Chemoautotroph,,,,,Free living,,Motile,"Sulfur reducer, Hydrogen oxidizer",Obligate anaerobe,,,,Thermophile,1676444,1788,4,98,5.48,690,38.59,437,24.44,126,7.05
649633076,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Nitratifractor salsuginis DSM 16511,649633076,749222,62183,46883,Proteobacteria,Epsilonproteobacteria,unclassified,unclassified,Nitratifractor,salsuginis,DSM 16511,"DOE Joint Genome Institute, DSMZ",,,,,,,,,,,,,,,,,,,,,,,2101285,2173,2,40,1.84,675,31.06,468,21.54,81,3.73
640753037,Bacteria,Finished,zzz,Nitratiruptor sp. SB155-2,640753037,387092,58861,18963,Proteobacteria,Epsilonproteobacteria,unclassified,unclassified,Nitratiruptor,sp.,SB155-2,JAMSTEC,,Gc00619,Free living,,,,Rod-shaped,None,Chemolithoautotroph,,,,,Free living,,Nonmotile,,Anaerobe,,,,Thermophile,1877931,1912,3,97,5.07,700,36.61,455,23.8,188,9.83
637000192,Bacteria,Finished,zzz,Nitrobacter hamburgensis X14,637000192,323097,58293,13473,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,hamburgensis,X14,"DOE Joint Genome Institute, Oregon State Univ",,Gc00372,Free living,,,,Rod-shaped,None,"Lithoautotroph, Chemolithoautotroph",,,,,Free living,,Motile,Nitrifying,Aerobe,,,,Mesophile,5011522,4747,1,1151,24.25,1053,22.18,673,14.18,304,6.4
638341134,Bacteria,Draft,zzz,Nitrobacter sp. Nb-311A,638341134,314253,54203,13538,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,sp.,Nb-311A,"J. Craig Venter Institute, Woods Hole Oceanographic Institute",,Gi00855,Free living,,,,Rod-shaped,None,Lithotroph,,,,,Free living,,Motile,Nitrite-oxidizer,Facultative,,,,Mesophile,4104352,4312,1,854,19.81,890,20.64,602,13.96,280,6.49
637000193,Bacteria,Finished,zzz,Nitrobacter winogradskyi Nb-255,637000193,323098,58295,13474,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,winogradskyi,Nb-255,DOE Joint Genome Institute,,Gc00298,Free living,,,,Rod-shaped,None,Lithotroph,,,,,Free living,,Motile,"Nitrifying, Carbon dioxide fixation, Nitrite-oxidizer",Facultative,Biofilm,,,Mesophile,3402093,3215,1,512,15.93,909,28.27,591,18.38,277,8.62
638341135,Bacteria,Draft,zzz,Nitrococcus mobilis Nb-231,638341135,314278,54185,13475,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Nitrococcus,mobilis,Nb-231,"J. Craig Venter Institute, Woods Hole Oceanographic Institute",,Gi00856,Free living,,,,Sphere-shaped,None,Chemolithotroph,,,,,Free living,,Motile,Nitrite-oxidizer,Aerobe,,,,Mesophile,3617638,3552,1,419,11.8,899,25.31,631,17.76,312,8.78
646564556,Bacteria,Finished,zzz,Nitrosococcus halophilus Nc4,646564556,472759,46803,36589,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,halophilus,Nc4,DOE Joint Genome Institute,,Gc01239,Free living,,,,,None,"Autotroph, Chemolithotroph",,,,,Free living,,Motile,"Nitrifying, Ammonia-oxidizer",Aerobe,Carbon sequestration,,,Mesophile,4145260,4086,2,650,15.91,1010,24.72,706,17.28,273,6.68
647533188,Bacteria,Draft,zzz,Nitrosococcus oceani AFC27,647533188,473788,54215,13547,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,oceani,AFC27,"J. Craig Venter Institute, Univ of Louisville",,Gi00857,Free living,,,,,None,Chemolithotroph,,,,,Free living,,Motile,Ammonia-oxidizer,Aerobe,,,,Mesophile,3480059,3445,1,318,9.23,894,25.95,638,18.52,249,7.23
637000194,Bacteria,Finished,zzz,"Nitrosococcus oceani C-107, ATCC 19707",637000194,323261,58403,13993,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,oceani,ATCC 19707,"DOE Joint Genome Institute, Oregon State Univ",,Gc00304,Free living,,,"Pairs, Singles",Sphere-shaped,None,"Autotroph, Chemolithotroph",,,,,Free living,,Motile,"Ammonia-oxidizer, Nitrifying",Aerobe,Carbon sequestration,,,Mesophile,3522111,3190,2,361,11.32,939,29.44,656,20.56,293,9.18
648028046,Bacteria,Finished,WFO-LLNL proposal,Nitrosococcus watsoni C-113,648028046,105559,50331,40331,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,watsoni,C-113,DOE Joint Genome Institute,,Gc01319,Free living,,,,,None,"Chemolithotroph, Autotroph",,,,,Free living,,Motile,"Ammonia-oxidizer, Nitrifying",Aerobe,Carbon sequestration,,,Mesophile,3373286,3245,2,369,11.37,906,27.92,626,19.29,215,6.63
637000195,Bacteria,Finished,Nitrosomonas europaea,Nitrosomonas europaea ATCC 19718,637000195,228410,57647,52,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,europaea,ATCC 19718,DOE Joint Genome Institute,,Gc00134,Free living,,,,,None,Chemolithoautotroph,,,,,Free living,,Motile,"Carbon dioxide fixation, Nitrifying",Aerobe,Nitrogen cycle,,,Mesophile,2812094,2630,1,363,13.8,814,30.95,536,20.38,268,10.19
637000196,Bacteria,Finished,zzz,Nitrosomonas eutropha C91,637000196,335283,58363,13913,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,eutropha,C71,DOE Joint Genome Institute,,Gc00424,Free living,,,"Singles, Chains",Pleomorphic-shaped,None,"Autotroph, Chemolithotroph",,,,,Free living,,Motile,"Ammonia-oxidizer, Nitrifying",Aerobe,Carbon sequestration,,,Mesophile,2781824,2695,1,449,16.66,834,30.95,547,20.3,284,10.54
645058756,Bacteria,Draft,zzz,Nitrosomonas sp. AL212,645058756,153948,55727,32989,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,sp.,AL212,DOE Joint Genome Institute,,Gi03896,,,,,,,,,,,,,,,,,,,,,3093060,3083,1,473,15.34,780,25.3,513,16.64,235,7.62
637000197,Bacteria,Finished,zzz,Nitrosospira multiformis ATCC 25196,637000197,323848,58361,13912,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,multiformis,ATCC 25196,"DOE Joint Genome Institute, Oregon State Univ",,Gc00325,Free living,,,,Pleomorphic-shaped,None,"Autotroph, Lithotroph",,,,,Free living,,Motile,"Ammonia-oxidizer, Nitrifying",Aerobe,,,,Mesophile,3234309,2885,1,422,14.63,880,30.5,592,20.52,275,9.53
638341139,Bacteria,Draft,zzz,Oceanicola batsensis HTCC2597,638341139,252305,54175,13449,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,batsensis,HTCC2597,"J. Craig Venter Institute, Oregon State Univ",,Gi00862,Free living,,,,Rod-shaped,None,Chemoheterotroph,,,,,Free living,,Nonmotile,,Aerobe,,,,Mesophile,4437668,4261,1,735,17.25,1335,31.33,855,20.07,272,6.38
638341140,Bacteria,Draft,zzz,Oceanicola granulosus HTCC2516,638341140,314256,54177,13450,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,granulosus,HTCC2516,"J. Craig Venter Institute, Oregon State Univ",,Gi00863,Free living,,,,Rod-shaped,None,Chemoheterotroph,,,,,Free living,,Nonmotile,,Aerobe,,,,Mesophile,4039111,3855,4,471,12.22,1283,33.28,785,20.36,298,7.73
649633077,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Oceanithermus profundus DSM 14977,649633077,670487,60855,40223,Thermi,Thermi,Thermales,Thermaceae,Oceanithermus,profundus,DSM 14977,"DOE Joint Genome Institute, DSMZ",,,,,,,,,,,,,,,,,,,,,,,2439291,2445,2,25,1.02,783,32.02,510,20.86,241,9.86
649633078,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Odoribacter splanchnicus DSM 20712,649633078,709991,63397,43469,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,splanchnicus,DSM 20712,"DOE Joint Genome Institute, DSMZ",,,,,,,,,,,,,,,,,,,,,,,4392288,3746,4,167,4.46,693,18.5,488,13.03,108,2.88
643348567,Bacteria,Finished,zzz,Oligotropha carboxidovorans OM5,643348567,504832,59155,28805,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Oligotropha,carboxidovorans,OM5,Mississippi State Univ,,Gc00876,Free living,,,,Rod-shaped,None,Chemolithoautotroph,,,,,Free living,,,,,,,,Mesophile,3745629,3770,1,514,13.63,1100,29.18,657,17.43,283,7.51
648028047,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Olsenella uli VPI, DSM 7084",648028047,633147,51367,36641,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella,uli,DSM 7084,"DOE Joint Genome Institute, DSMZ",,Gc01331,Free living,Oral,Gingival crevices,"Chains, Pairs, Singles",Rod-shaped,Endocarditis,Chemoorganotroph,,,,,Free living,,Nonmotile,,Anaerobe,,,Nonsporulating,Mesophile,2051896,1841,1,156,8.47,538,29.22,328,17.82,113,6.14
649989977,Bacteria,Draft,zzz,Oscillochloris trichoides DG-6,649989977,765420,59465,48647,Chloroflexi,Chloroflexi,Chloroflexales,Oscillochloridaceae,Oscillochloris,trichoides,DG-6,Center Bioengineering RAS,,,,,,,,,,,,,,,,,,,,,,,4313760,3280,1,121,3.69,847,25.82,557,16.98,149,4.54
640753040,Bacteria,Finished,LAS biofilm Proposal # 0183-051117,Parvibaculum lavamentivorans DS-1,640753040,402881,58739,17639,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Parvibaculum,lavamentivorans,DS-1,DOE Joint Genome Institute,,Gc00631,Free living,,,,Rod-shaped,None,Heterotroph,,,,,Free living,,Motile,Surfactant-degrading,Aerobe,,,,Mesophile,3914745,3714,1,620,16.69,1099,29.59,764,20.57,301,8.1
648028050,Bacteria,Finished,zzz,Parvularcula bermudensis HTCC2503,648028050,314260,51641,13509,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,bermudensis,HTCC2503,"J. Craig Venter Institute, Oregon State Univ",,Gc01429,Free living,,,,Rod-shaped,None,Chemoheterotroph,,,,,Free living,,Motile,,Aerobe,,,Nonsporulating,Mesophile,2902643,2733,1,195,7.14,651,23.82,432,15.81,227,8.31
644736398,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Pedobacter heparinus HIM 762-3, DSM 2366",644736398,485917,59111,27949,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,heparinus,"HIM 762-3, DSM 2366","DOE Joint Genome Institute, DSMZ",,Gc01041,Free living,,,,Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,,Aerobe,"Heparinases producer, Chondroitinases producer",,Nonsporulating,Mesophile,5167383,4339,3,899,20.72,910,20.97,652,15.03,133,3.07
649633082,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Pedobacter saltans DSM 12145,649633082,762903,61349,49337,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,saltans,DSM 12145,DOE Joint Genome Institute,,,,,,,,,,,,,,,,,,,,,,,4635236,3921,4,87,2.22,765,19.51,546,13.93,84,2.14
645058870,Bacteria,Permanent Draft,zzz,Pedosphaera parvula Ellin514,645058870,320771,54925,20839,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,unclassified,Ellin514,,DOE Joint Genome Institute,,Gi01011,Free living,,,"Pairs, Singles",Rod-shaped,None,Heterotroph,,,,,Free living,,Nonmotile,,Obligate anaerobe,,,,Mesophile,7414222,6573,1,1173,17.85,977,14.86,678,10.31,162,2.46
648276709,Bacteria,Draft,zzz,Pelagibaca bermudensis HTCC2601,648276709,314265,53327,13574,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagibaca,bermudensis,HTCC2601,"J. Craig Venter Institute, Oregon State Univ",,Gi00882,Free living,,,,Rod-shaped,None,Heterotroph,,,,,Free living,,,,Aerobe,,,,Mesophile,5425920,5519,1,966,17.5,1491,27.02,930,16.85,140,2.54
637000205,Bacteria,Finished,zzz,Pelodictyon luteolum DSM 273,637000205,319225,58175,13012,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,luteolum,DSM 273,DOE Joint Genome Institute,,Gc00310,Free living,,,Singles,Rod-shaped,None,"Photosynthetic, Phototroph",,,,,Free living,,Nonmotile,,Anaerobe,Green sulfur,,Nonsporulating,Mesophile,2364842,2146,2,215,10.02,742,34.58,522,24.32,249,11.6
642555146,Bacteria,Finished,zzz,Pelodictyon phaeoclathratiforme BU-1,642555146,324925,58173,13011,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,clathratiforme,BU-1,DOE Joint Genome Institute,,Gc00834,Free living,,,Singles,Rod-shaped,None,"Photosynthetic, Phototroph",,,,,Free living,,Nonmotile,,Anaerobe,Green sulfur,,Nonsporulating,Mesophile,3018238,2969,3,404,13.61,766,25.8,530,17.85,251,8.45
