RefSeq project ID,Project ID,NCBI Taxon ID,Organism Name,Super Kingdom,Group,Sequence Status,Genome Size,GC Content,Gram Stain,Shape,Arrangment,Endospores,Motility,Salinity,Oxygen Req,Habitat,Temp. range,Optimal temp.,Pathogenic in,Disease,Genbank accessions,Refseq accessions,KEGG ID,Has 1PFK,Has PPi PFK,Has ADP PFK,Has Any 1PFK,Has Rubisco,Has ZWF,Has 6PGL,Has Gluconate Dehydratase,Has EDD,Has Any Gluconate Dehydratase,Has EDA,Has Gluconokinase,Has Phosphoketolase
57825,255,272831,Neisseria meningitidis FAM18,Bacteria,Betaproteobacteria,complete,2.2,51.6,0,Coccus,Pairs,,,,Aerobic,Host-associated,Mesophilic,35-37,Human,Meningitis and septicemia,AM421808,0,nmc,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
57817,251,122586,Neisseria meningitidis MC58,Bacteria,Betaproteobacteria,complete,2.27236,51.5,0,Coccus,Pairs,,,,Aerobic,Host-associated,Mesophilic,35-37,Human,Meningitis and septicemia,AE002098,0,nme,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
57819,252,122587,Neisseria meningitidis Z2491,Bacteria,Betaproteobacteria,complete,2.2,51.8,0,Coccus,Pairs,,,,Aerobic,Host-associated,Mesophilic,35-37,Human,Meningitis and septicemia,AL157959,0,nma,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
61649,39689,662598,Neisseria meningitidis alpha14,Bacteria,Betaproteobacteria,complete,2.14529,51.9,0,Coccus,,,,,Aerobic,,Mesophilic,0,,,AM889136,0,nmi,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
57647,52,228410,Nitrosomonas europaea ATCC 19718,Bacteria,Betaproteobacteria,complete,2.81209,50.7,0,Coccobacillus,Singles,,Yes,,Aerobic,Multiple,Mesophilic,0,No,,AL954747,0,neu,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58363,13913,335283,Nitrosomonas eutropha C91,Bacteria,Betaproteobacteria,complete,2.78206,48.5,0,Pleomorphic,"Singles, Chains",,Yes,,,Multiple,,0,,,"CP000450,CP000452,CP000451",0,net,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55727,32989,153948,Nitrosomonas sp. AL212,Bacteria,Betaproteobacteria,complete,3.36,44.6,0,Pleomorphic,,No,Yes,,,Multiple,Mesophilic,0,No,,"CP002552,CP002553,CP002554",0,nit,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68745,52837,261292,Nitrosomonas sp. Is79A3,Bacteria,Betaproteobacteria,complete,3.8,,,,,,,,,,,0,,,CP002876,0,nii,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
58361,13912,323848,Nitrosospira multiformis ATCC 25196,Bacteria,Betaproteobacteria,complete,3.25,53.9,0,Pleomorphic,,,Yes,,Aerobic,Terrestrial,Mesophilic,0,,,"CP000103,CP000104,CP000105,CP000106",0,nmu,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58231,13242,76114,Aromatoleum aromaticum EbN1,Bacteria,Betaproteobacteria,complete,4.73102,64.7,0,Rod,Singles,,Yes,Non-halophilic,Facultative,Terrestrial,Mesophilic,26,No,None,"CR555306,CR555307,CR555308",0,eba,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61603,13217,62928,Azoarcus sp. BH72,Bacteria,Betaproteobacteria,complete,4.37604,67.9,0,Rod,,,Yes,,Microaerophilic,Host-associated,Mesophilic,0,No,,AM406670,0,azo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58025,9635,159087,Dechloromonas aromatica RCB,Bacteria,Betaproteobacteria,complete,4.5,59.2,0,Rod,"Singles, Chains",No,Yes,,Facultative,Multiple,,0,No,,CP000089,0,dar,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58987,20091,85643,Thauera sp. MZ1T,Bacteria,Betaproteobacteria,complete,4.578,68.3,0,Rod,,,Yes,,Facultative,Aquatic,Mesophilic,0,No,None,"CP001281,CP001282",0,tmz,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61595,9637,264462,Bdellovibrio bacteriovorus HD100,Bacteria,Deltaproteobacteria,complete,3.8,50.6,0,Curved,Singles,No,Yes,,Aerobic,Multiple,Mesophilic,28-30,Gram-negative bacteria,Cell lysis,BX842601,0,bba,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51371,37955,644282,Desulfarculus baarsii DSM 2075,Bacteria,Deltaproteobacteria,complete,3.7,,0,Vibrio,,,Yes,,Anaerobic,,,0,,,CP002085,0,dbr,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58913,19449,439235,Desulfatibacillum alkenivorans AK-01,Bacteria,Deltaproteobacteria,complete,6.5,54.5,0,Rod,,No,No,,Anaerobic,Aquatic,Mesophilic,26-28,No,,CP001322,0,dal,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59061,20931,177437,Desulfobacterium autotrophicum HRM2,Bacteria,Deltaproteobacteria,complete,5.669,48.8,0,Rod,Singles,,Yes,,Anaerobic,Multiple,Mesophilic,20-30,No,,"CP001087,CP001088",0,dat,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58777,18007,96561,Desulfococcus oleovorans Hxd3,Bacteria,Deltaproteobacteria,complete,3.94417,56.2,0,Coccus,,,,,Anaerobic,Aquatic,Mesophilic,0,No,,CP000859,0,dol,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62265,32993,577650,Desulfobulbus propionicus DSM 2032,Bacteria,Deltaproteobacteria,complete,3.9,,0,Rod,,,,,Anaerobic,Aquatic,Mesophilic,0,No,,CP002364,0,dpr,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58153,12751,177439,Desulfotalea psychrophila LSv54,Bacteria,Deltaproteobacteria,complete,3.65963,46.6,0,Rod,,,,,Anaerobic,Specialized,Psychrophilic,7,No,,"CR522870,CR522871,CR522872",0,dps,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49487,33629,589865,Desulfurivibrio alkaliphilus AHT2,Bacteria,Deltaproteobacteria,complete,3.1,60.3,0,Rod,,,No,Mesophilic,Anaerobic,Specialized,Mesophilic,0,,40.5,CP001940,0,dak,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59183,29199,485915,Desulfohalobium retbaense DSM 5692,Bacteria,Deltaproteobacteria,complete,2.9093,57.3,0,Rod,,No,Yes,Moderate halophilic,Anaerobic,Specialized,Mesophilic,37,No,,"CP001734,CP001735",0,drt,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59217,29527,525897,Desulfomicrobium baculatum DSM 4028,Bacteria,Deltaproteobacteria,complete,3.94266,58.6,0,Rod,,,,,Anaerobic,Terrestrial,Mesophilic,0,No,,CP001629,0,dba,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
42613,37869,643562,Desulfovibrio aespoeensis Aspo-2,Bacteria,Deltaproteobacteria,complete,3.6,62.7,0,Vibroid,"Singles, Chains",,Yes,,,,Mesophilic,25-30,,,CP002431,0,das,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57941,329,207559,Desulfovibrio alaskensis G20,Bacteria,Deltaproteobacteria,complete,3.73023,57.8,0,Rod,Singles,,Yes,,Anaerobic,Multiple,Mesophilic,25-40,No,,CP000112,0,dde,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59213,29493,525146,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,Bacteria,Deltaproteobacteria,complete,2.87344,58.1,0,Rod,Singles,No,Yes,,Anaerobic,Multiple,Mesophilic,0,No,,CP001358,0,dds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59309,32105,573370,Desulfovibrio magneticus RS-1,Bacteria,Deltaproteobacteria,complete,5.31595,62.7,0,Vibrio,,,Yes,,Anaerobic,,,30,,,"AP010904,AP010905,AP010906",0,dma,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59223,29541,526222,Desulfovibrio salexigens DSM 2638,Bacteria,Deltaproteobacteria,complete,4.3,47.1,0,Rod,,No,,,Anaerobic,Multiple,Mesophilic,0,No,,CP001649,0,dsa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58679,17227,391774,Desulfovibrio vulgaris DP4,Bacteria,Deltaproteobacteria,complete,3.66289,63.2,0,,Singles,,,,Anaerobic,Multiple,Mesophilic,0,No,None,"CP000527,CP000528",0,dvl,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59089,27731,883,Desulfovibrio vulgaris str. 'Miyazaki F',Bacteria,Deltaproteobacteria,complete,4.0403,67.1,0,Rod,Singles,,,,Anaerobic,Multiple,Mesophilic,0,No,,CP001197,0,dvm,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57645,51,882,Desulfovibrio vulgaris str. Hildenborough,Bacteria,Deltaproteobacteria,complete,3.77086,63.3,0,Rod,Singles,,Yes,,Anaerobic,Multiple,Mesophilic,25-40,No,,"AE017285,AE017286",0,dvu,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61575,183,363253,Lawsonia intracellularis PHE/MN1-00,Bacteria,Deltaproteobacteria,complete,1.71462,33.1,0,Rod,,,,,Facultative,Host-associated,Mesophilic,37,Animal,Proliferative enteropathy,"AM180252,AM180253,AM180254,AM180255",0,lip,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65267,48195,760142,Hippea maritima DSM 10411,Bacteria,Deltaproteobacteria,complete,1.7,,0,Short rod,,,Yes,,,Specialized,Thermophilic,52-54,,,CP002606,0,hmr,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58749,17707,404380,Geobacter bemidjiensis Bem,Bacteria,Deltaproteobacteria,complete,4.6,60.3,0,Rod,Singles,,No,,Anaerobic,Terrestrial,Mesophilic,30,No,,CP001124,0,gbm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58713,17423,398767,Geobacter lovleyi SZ,Bacteria,Deltaproteobacteria,complete,3.977,54.7,0,Rod,Singles,No,Yes,Non-halophilic,Anaerobic,Multiple,Mesophilic,35,No,None,"CP001089,CP001090",0,glo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57731,177,269799,Geobacter metallireducens GS-15,Bacteria,Deltaproteobacteria,complete,4.014,59.5,0,Rod,,,Yes,,Anaerobic,Aquatic,Mesophilic,30,No,,"CP000148,CP000149",0,gme,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58543,16263,316067,Geobacter sp. FRC-32,Bacteria,Deltaproteobacteria,complete,4.3,53.5,0,Rod,,No,,,Anaerobic,Multiple,Mesophilic,0,No,,CP001390,0,geo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55771,33159,443143,Geobacter sp. M18,Bacteria,Deltaproteobacteria,complete,5.3,61.3,0,Rod,,No,,,Anaerobic,Terrestrial,Mesophilic,0,No,,CP002479,0,geb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59037,20729,443144,Geobacter sp. M21,Bacteria,Deltaproteobacteria,complete,4.74581,60.5,0,Rod,,,Yes,,Anaerobic,Aquatic,,0,,,CP001661,0,gem,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57743,192,243231,Geobacter sulfurreducens PCA,Bacteria,Deltaproteobacteria,complete,3.8,60.9,0,Rod,,,Yes,,Anaerobic,Multiple,Mesophilic,30,No,,AE017180,0,gsu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58475,15768,351605,Geobacter uraniireducens Rf4,Bacteria,Deltaproteobacteria,complete,5.13636,54.2,0,Rod,,No,,,Microaerophilic,Multiple,Mesophilic,0,,,CP000698,0,gur,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58241,13337,338963,Pelobacter carbinolicus DSM 2380,Bacteria,Deltaproteobacteria,complete,3.66589,55.1,0,Rod,,,,,Anaerobic,Aquatic,Mesophilic,0,No,,CP000142,0,pca,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58255,13384,338966,Pelobacter propionicus DSM 2379,Bacteria,Deltaproteobacteria,complete,4.231,58.5,0,Rod,Singles,No,No,Non-halophilic,Anaerobic,Multiple,Mesophilic,30,No,None,"CP000482,CP000483,CP000484",0,ppd,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
63257,52561,378806,Stigmatella aurantiaca DW4/3-1,Bacteria,Deltaproteobacteria,complete,10,,,,,,,,,,,0,,,CP002271,0,sur,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
58989,20095,455488,Anaeromyxobacter dehalogenans 2CP-1,Bacteria,Deltaproteobacteria,complete,5.02933,74.7,0,Rod,,Yes,Yes,,Facultative,Terrestrial,Mesophilic,0,No,None,CP001359,0,acp,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58135,12634,290397,Anaeromyxobacter dehalogenans 2CP-C,Bacteria,Deltaproteobacteria,complete,5,74.9,0,Rod,,Yes,Yes,,Facultative,Terrestrial,Mesophilic,30,No,None,CP000251,0,ade,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58755,17729,404589,Anaeromyxobacter sp. Fw109-5,Bacteria,Deltaproteobacteria,complete,5.27799,73.5,,Rod,,Yes,Yes,,Anaerobic,Terrestrial,,0,No,None,CP000769,0,afw,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58953,19743,447217,Anaeromyxobacter sp. K,Bacteria,Deltaproteobacteria,complete,5.06163,74.8,,Rod,,Yes,Yes,Non-halophilic,Anaerobic,Terrestrial,Mesophilic,0,No,None,CP001131,0,ank,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68443,27837,483219,Myxococcus fulvus HW-1,Bacteria,Deltaproteobacteria,complete,9,67.4,0,Rod,"Singles, Aggregates",,Yes,,Aerobic,Aquatic,Mesophilic,0,No,,CP002830,0,mfu,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58003,1421,246197,Myxococcus xanthus DK 1622,Bacteria,Deltaproteobacteria,complete,9.13976,68.9,0,Rod,"Singles, Aggregates",Yes,Yes,,Aerobic,Terrestrial,Mesophilic,20-30,No,None,CP000113,0,mxa,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
41425,28711,502025,Haliangium ochraceum DSM 14365,Bacteria,Deltaproteobacteria,complete,9.4,69.5,0,Rod,,,Yes,Moderate halophilic,Aerobic,Aquatic,Mesophilic,0,No,,CP001804,0,hoh,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
61629,28111,448385,Sorangium cellulosum 'So ce 56',Bacteria,Deltaproteobacteria,complete,13.0338,71.4,0,Rod,"Singles, Aggregates",,Yes,,Aerobic,Terrestrial,Mesophilic,0,No,,AM746676,0,scl,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
65785,51777,880072,Desulfobacca acetoxidans DSM 11109,Bacteria,Deltaproteobacteria,complete,3.3,,,,,,,,,,,0,,,CP002629,0,dao,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58539,16258,56780,Syntrophus aciditrophicus SB,Bacteria,Deltaproteobacteria,complete,3.1793,51.5,0,Rod,,No,No,,Anaerobic,Multiple,Mesophilic,35,,,CP000252,0,sat,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58177,13013,335543,Syntrophobacter fumaroxidans MPOB,Bacteria,Deltaproteobacteria,complete,5,59.9,0,Rod,"Singles, Pairs",No,No,,Anaerobic,Aquatic,Mesophilic,37,No,,CP000478,0,sfu,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58557,16319,367737,Arcobacter butzleri RM4018,Bacteria,Epsilonproteobacteria,complete,2.34125,27,0,Spiral,"Singles, Chains",No,Yes,,Aerobic,Multiple,Mesophilic,0,Human,Gastroenteritis and bacteremia,CP000361,0,abu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49001,32593,572480,Arcobacter nitrofigilis DSM 7299,Bacteria,Epsilonproteobacteria,complete,3.2,,0,Curved rod,,No,Yes,,Microaerophilic,Multiple,Mesophilic,0,No,,CP001999,0,ant,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
58667,17159,360104,Campylobacter concisus 13826,Bacteria,Epsilonproteobacteria,complete,2.09901,39.3,0,Spiral,Singles,No,Yes,,Microaerophilic,Host-associated,Mesophilic,0,Human,Gastroenteritis,"CP000792,CP000794,CP000793",0,cco,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58669,17161,360105,Campylobacter curvus 525.92,Bacteria,Epsilonproteobacteria,complete,1.97126,44.5,0,Spiral,Singles,No,Yes,,Microaerophilic,Host-associated,Mesophilic,0,Human,"Gastroenteritis, periodontal disease",CP000767,0,ccv,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58545,16293,360106,Campylobacter fetus subsp. fetus 82-40,Bacteria,Epsilonproteobacteria,complete,1.77361,33.3,0,Spiral,"Singles, Chains",,Yes,,Microaerophilic,Host-associated,,0,"Human, Animal","Infertility, infectious abortions, septicemia, meningitis",CP000487,0,cff,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58981,20083,360107,Campylobacter hominis ATCC BAA-381,Bacteria,Epsilonproteobacteria,complete,1.7037,31.7,0,Rod,Singles,No,No,,Anaerobic,Host-associated,Mesophilic,37,No,None,"CP000776,CP000775",0,cha,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57899,303,195099,Campylobacter jejuni RM1221,Bacteria,Epsilonproteobacteria,complete,1.77783,30.3,0,Spiral,"Singles, Chains",No,Yes,,Microaerophilic,Multiple,Mesophilic,0,Human,Food poisoning,CP000025,0,cjr,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58671,17163,360109,Campylobacter jejuni subsp. doylei 269.97,Bacteria,Epsilonproteobacteria,complete,1.84511,30.6,0,Spiral,"Singles, Chains",No,Yes,Non-halophilic,Microaerophilic,Multiple,Mesophilic,0,Human,Bacteremia,CP000768,0,cjd,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
58503,16135,354242,Campylobacter jejuni subsp. jejuni 81-176,Bacteria,Epsilonproteobacteria,complete,1.682,30.5,0,Spiral,"Singles, Chains",No,Yes,,Microaerophilic,Multiple,Mesophilic,0,Human,Food poisoning,"CP000538,CP000549,CP000550",0,cjj,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58771,17953,407148,Campylobacter jejuni subsp. jejuni 81116,Bacteria,Epsilonproteobacteria,complete,1.62811,30.5,0,Spiral,"Singles, Chains",No,Yes,,Microaerophilic,Multiple,Mesophilic,0,Human,Food poisoning,CP000814,0,cju,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61249,47949,757425,Campylobacter jejuni subsp. jejuni ICDCCJ07001,Bacteria,Epsilonproteobacteria,complete,1.74,,,Spiral,,No,Yes,,Microaerophilic,,Mesophilic,0,,,"CP002029,CP002030",0,cjn,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57587,8,192222,Campylobacter jejuni subsp. jejuni NCTC 11168,Bacteria,Epsilonproteobacteria,complete,1.64148,30.5,0,Spiral,"Singles, Chains",No,Yes,,Microaerophilic,Multiple,Mesophilic,0,Human,Food poisoning,AL111168,0,cje,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58115,12517,306263,Campylobacter lari RM2100,Bacteria,Epsilonproteobacteria,complete,1.57146,29.6,0,Spiral,"Singles, Pairs, Chains",No,Yes,,Microaerophilic,Multiple,Mesophilic,0,Animal,Gastroenteritis and diarrhea,"CP000932,CP000933",0,cla,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41861,29529,525898,Sulfurospirillum deleyianum DSM 6946,Bacteria,Epsilonproteobacteria,complete,2.3,39,0,Rod,,,Yes,,Microaerophilic,Aquatic,Mesophilic,0,No,,CP001816,0,sdl,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58685,17251,382638,Helicobacter acinonychis str. Sheeba,Bacteria,Epsilonproteobacteria,complete,1.55763,38.2,0,Spiral,Singles,,Yes,Non-halophilic,Microaerophilic,Host-associated,Mesophilic,37,Feline,Gastric lesions,"AM260522,AM260523",0,hac,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
68141,65019,1002804,Helicobacter bizzozeronii CIII-1,Bacteria,Epsilonproteobacteria,complete,1.85,,,,,,,,,,,0,,,"FR871757,FR871758",0,hbi,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
61409,61189,936155,Helicobacter felis ATCC 49179,Bacteria,Epsilonproteobacteria,complete,1.7,,,,,,,,,,,0,,,FQ670179,0,hfe,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
57737,185,235279,Helicobacter hepaticus ATCC 51449,Bacteria,Epsilonproteobacteria,complete,1.8,35.9,0,Spiral,Singles,,Yes,,Aerobic,Host-associated,Mesophilic,37,Animal,"Hepatitis, typhlitis, hepatocellular tumors, and gastric bowel disease",AE017125,0,hhe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46647,40677,679897,Helicobacter mustelae 12198,Bacteria,Epsilonproteobacteria,complete,1.6,,0,Curved rod,,No,Yes,,Aerobic,Host-associated,Mesophilic,0,Ferret,Gastric ulcerations,FN555004,0,hms,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
57787,233,85962,Helicobacter pylori 26695,Bacteria,Epsilonproteobacteria,complete,1.66787,38.9,0,Spiral,Singles,,Yes,,Aerobic,Host-associated,Mesophilic,37,Human,Gastric inflammation and peptic ulcer disease,AE000511,0,hpy,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
59415,39685,592205,Helicobacter pylori B38,Bacteria,Epsilonproteobacteria,complete,1.57676,39.2,0,Spiral,Singles,,Yes,,Aerobic,Host-associated,Mesophilic,0,Human,Gastric ulcer,FM991728,0,hpb,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
49873,41831,693745,Helicobacter pylori B8,Bacteria,Epsilonproteobacteria,complete,1.706,,0,Spiral,Singles,No,Yes,,Microaerophilic,Host-associated,Mesophilic,0,Human,Gastric ulcer,"FN598874,FN665651",0,hpl,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
59305,31341,563041,Helicobacter pylori G27,Bacteria,Epsilonproteobacteria,complete,1.66298,38.9,0,Spiral,,No,Yes,Non-halophilic,Microaerophilic,Host-associated,Mesophilic,0,,,"CP001173,CP001174",0,hpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
