"16S rRNA Count","Arrangment","Biotic Relationships","Body Site","Body Subsite","Cell Arrangement","Cell Shape","Class","Disease","Diseases","Domain","Ecosystem","Ecosystem Category","Ecosystem Subtype","Ecosystem Type","Endospores","Energy Category","Energy Source","Family","GC Content","Genbank accessions","GenBank Project ID","Gene Count","Genome Name","Genome Size","Genus","GOLD ID","Gram Stain","Group","Habitat","Has 1PFK","Has 6PGL","Has ADP PFK","Has Any 1PFK","Has Any Gluconate Dehydratase","Has EDA","Has EDD","Has Gluconate Dehydratase","Has Gluconokinase","Has Phosphoketolase","Has PPi PFK","Has Rubisco","Has ZWF","IMG Pathwawy Count","IMG Pathway %","IMG Submission ID","Isolation","KEGG %","KEGG Count","KEGG ID","Metabolism","MetaCyc %","MetaCyc Count","Motility","NCBI Taxon ID","Optimal temp.","Order","Organism Name","Oxygen Req NCBI","Oxygen Requirement IMG","Paralogs %","Paralogs Count","Pathogenic in","Phenotype","Phylum","Project ID","Proposal Name","Refseq accessions","RefSeq project ID","RefSeq Project ID","Salinity","Sequence Status","Sequencing Center","Shape","Species","Specific Ecosystem","Sporulation","Status","Strain","Super Kingdom","Taxon Object ID","Taxonomy ID","Temp. range","Temperature Range","Has 1PFK or EDD"
2,,,,,,,"Actinobacteria",,,"Bacteria",,,,,"No",,,"Mycobacteriaceae",,"CP002385,CP002386,CP002387",28521,5434,"Mycobacterium sp. Spyr1",5.73,"Mycobacterium",,0,"Actinobacteria","Terrestrial","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE",187,3.44,,,22.3,1212,"msp",,16.65,905,"No",278137,0,"Actinomycetales","Mycobacterium sp. Spyr1","Aerobic",,7.42,403,,,"Actinobacteria",28521,"zzz",0,61403,61403,,"complete","DOE Joint Genome Institute, Univ of Ioannina","Rod","sp.",,,"Finished","Spyr1","Bacteria",649633070,649633070,"Mesophilic",,"1PFK"
12,,"Free living",,,,"Rod-shaped","Gammaproteobacteria","Hitra disease","Hitra disease","Bacteria",,,,,"No","Organic","Heterotroph","Vibrionaceae",39,"FM178379,FM178380,FM178382,FM178383,FM178384,FM178381",30703,4075,"Aliivibrio salmonicida LFI1238",4.64987,"Aliivibrio","Gc00865",0,"Gammaproteobacteria","Aquatic","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",278,6.82,,"Free living",27.85,1135,"vsa",,16.54,674,"Yes",316275,0,"Vibrionales","Aliivibrio salmonicida LFI1238","Facultative","Facultative",21.2,864,"Fis","Pathogen","Proteobacteria",30703,"zzz",0,59251,59251,,"complete","NORSTRUCT, Sanger Institute, Univ of Tromso","Rod","salmonicida",,"Nonsporulating","Finished","LFI1238","Bacteria",643348506,643348506,"Psychrophilic","Psychrophile","BOTH"
5,,"Free living",,,,"Filament-shaped","Chloroflexi",,"None","Bacteria",,,,,,"Organic","Chemoorganoheterotroph","Herpetosiphonaceae",50.9,"CP000875,CP000877,CP000876",16523,5346,"Herpetosiphon aurantiacus DSM 785",6.78559,"Herpetosiphon","Gc00677",0,"Chloroflexi","Multiple","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",308,5.76,,"Free living",20.54,1098,"hau",,12.91,690,"Yes",316274,0,"Herpetosiphonales","Herpetosiphon aurantiacus DSM 785","Aerobic","Aerobe",16.63,889,,,"Chloroflexi",16523,"Chloroflexi, 7 species",0,58599,58599,,"complete","DOE Joint Genome Institute","Filament","aurantiacus",,"Nonsporulating","Finished","ATCC 23779","Bacteria",641228494,641228494,"Mesophilic","Mesophile","1PFK"
6,"Singles, V-shaped pairs","Free living",,,"Singles","Rod-shaped","Actinobacteria","None","None","Bacteria",,,,,"No","Organic","Chemoorganotroph","Corynebacteriaceae",53.8,"BA000036",13760,3154,"Corynebacterium glutamicum Kalinowski ATCC 13032",3.3,"Corynebacterium","Gc00155",0,"Actinobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",294,9.32,,"Free living",28.66,904,"cgb",,19.34,610,"No",196627,"30-40","Actinomycetales","Corynebacterium glutamicum ATCC 13032","Facultative","Facultative",9.73,307,"No","Fast growing","Actinobacteria",307,"zzz",0,57905,61611,,"complete","Bielefeld Univ, Degussa","Rod","glutamicum",,"Nonsporulating","Finished","ATCC 13032 (Bielefeld)","Bacteria",639279306,639279306,"Mesophilic","Mesophile","1PFK"
7,"Singles, Pairs","Free living",,,"Pairs, Singles","Rod-shaped","Gammaproteobacteria","Typhoid fever","Food poisoning, Salmonellosis, Typhoid fever, Gastroenteritis","Bacteria",,,,,,"Organic","Chemoorganotroph","Enterobacteriaceae",52.1,"AE014613",371,4719,"Salmonella enterica enterica sv Typhi Ty2",4.8,"Salmonella","Gc00125",0,"Gammaproteobacteria","Host-associated","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",492,10.43,,"Free living",30.6,1444,"stt",,18.9,892,"Yes",209261,37,"Enterobacteriales","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","Facultative","Facultative",16.47,777,"Human","Pathogen","Proteobacteria",371,"zzz",0,57973,57973,,"complete","Univ of Wisconsin","Rod","enterica",,"Nonsporulating","Finished","subsp. enterica serovar Typhi Ty2","Bacteria",637000253,637000253,"Mesophilic","Mesophile","BOTH"
7,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Bubonic plague","Bubonic plague","Bacteria",,,,,,"Organic","Heterotroph","Enterobacteriaceae",47.7,"AE009952,AF074611",288,4445,"Yersinia pestis KIM 10",4.70099,"Yersinia","Gc00095",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",407,9.16,,"Free living",29.9,1329,"ypk",,17.12,761,,187410,"28-30","Enterobacteriales","Yersinia pestis KIM 10","Facultative","Facultative",14.22,632,"Human, Rodent","Pathogen","Proteobacteria",288,"zzz",0,57875,57875,,"complete","Univ of Wisconsin","Rod","pestis",,"Nonsporulating","Finished","KIM","Bacteria",637000352,637000352,"Mesophilic","Mesophile","BOTH"
2,,"Free living",,,"Singles","Rod-shaped","Actinobacteria",,"None","Bacteria",,,,,"No","Organic","Chemoorganotroph","Mycobacteriaceae",67.7,"CP000656,CP000658,CP000659,CP000657",15760,5683,"Mycobacterium gilvum PYR-GCK",5.962,"Mycobacterium","Gc00534",0,"Actinobacteria",,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",320,5.63,,"Free living",22.12,1257,"mgi","PAH-degrading",16.63,945,"No",350054,0,"Actinomycetales","Mycobacterium gilvum PYR-GCK",,"Aerobe",24.88,1414,,,"Actinobacteria",15760,"Mycobacteria, 5 strains",0,59421,59421,,"complete","DOE Joint Genome Institute","Rod","gilvum",,"Nonsporulating","Finished","PYR-GCK","Bacteria",640427122,640427122,"Mesophilic","Mesophile","1PFK"
2,"Singles","Free living",,,"Singles","Rod-shaped","Actinobacteria",,"None","Bacteria",,,,,"No","Organic","Chemoorganotroph","Mycobacteriaceae",67.8,"CP000511",15761,6047,"Mycobacterium vanbaalenii PYR-1",6.5,"Mycobacterium","Gc00479",0,"Actinobacteria",,"TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",332,5.49,,"Free living",22.89,1384,"mva","PAH-degrading",16.97,1026,"No",350058,"24-37","Actinomycetales","Mycobacterium vanbaalenii PYR-1","Aerobic","Aerobe",24.77,1498,,,"Actinobacteria",15761,"Mycobacteria, 5 strains",0,58463,58463,,"complete","DOE Joint Genome Institute","Rod","vanbaalenii",,"Nonsporulating","Finished","PYR-1","Bacteria",639633044,639633044,"Mesophilic","Mesophile","1PFK"
7,,"Free living",,,"Singles, Pairs","Rod-shaped","Gammaproteobacteria","Fowl typhoid","Gastroenteritis, Food poisoning, Salmonellosis","Bacteria",,,,,"No","Organic","Chemoorganotroph","Enterobacteriaceae",52.2,"AM933173",30689,4062,"Salmonella enterica enterica sv Gallinarum 287/91",4.6587,"Salmonella","Gc00832",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",219,5.39,,"Free living",35.23,1431,"seg",,22.16,900,"Yes",550538,0,"Enterobacteriales","Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91","Facultative","Facultative",16.57,673,"Poultry","Pathogen","Proteobacteria",30689,"zzz",0,59249,59249,,"complete","PHLS, Sanger Institute","Rod","enterica",,"Nonsporulating","Finished","subsp. enterica serovar Gallinarum str. 287/91","Bacteria",643348573,643348573,"Mesophilic","Mesophile","BOTH"
7,,"Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Cellular destruction","Cellular destruction","Bacteria",,,,,,"Organic","Heterotroph","Pseudomonadaceae",64.2,"CT573326",16800,5293,"Pseudomonas entomophila L48",5.9,"Pseudomonas","Gc00383",,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",433,8.18,,"Free living",29.7,1572,"pen",,18.5,979,,384676,0,"Pseudomonadales","Pseudomonas entomophila L48",,"Aerobe",17.31,916,"Insect","Pathogen","Proteobacteria",16800,"zzz",0,58639,58639,,"complete","CNRS, Genoscope",,"entomophila",,"Nonsporulating","Finished","L48","Bacteria",637000219,637000219,,"Mesophile","BOTH"
7,,"Free living",,,"Singles, Pairs","Rod-shaped","Gammaproteobacteria","Salmonellosis","Gastroenteritis, Food poisoning, Salmonellosis","Bacteria",,,,,"No","Organic","Chemoorganotroph","Enterobacteriaceae",52.2,"AM933172",30687,4312,"Salmonella enterica enterica sv Enteritidis P125109",4.7,"Salmonella","Gc00833",0,"Gammaproteobacteria","Specialized","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",245,5.68,,"Free living",34.28,1478,"set",,21.54,929,"Yes",550537,0,"Enterobacteriales","Salmonella enterica subsp. enterica serovar Enteritidis str. P125109","Facultative","Facultative",17.42,751,"Human, Animals","Pathogen","Proteobacteria",30687,"zzz",0,59247,59247,,"complete","Sanger Institute","Rod","enterica",,"Nonsporulating","Finished","subsp. enterica serovar Enteritidis str. P125109","Bacteria",643348572,643348572,"Mesophilic","Mesophile","BOTH"
7,,"Free living",,,"Singles","Curved-shaped","Gammaproteobacteria","Cholera","Food poisoning, Cholera","Bacteria",,,,,"No","Organic","Heterotroph","Vibrionaceae",47.6,"CP001233,CP001234",32851,3812,"Vibrio cholerae M66-2",3.94638,"Vibrio","Gc00986",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",90,2.36,,"Free living",32.29,1231,"vcm",,18.1,690,"Yes",579112,0,"Vibrionales","Vibrio cholerae M66-2","Facultative","Facultative",11.83,451,"Human","Pathogen","Proteobacteria",32851,"zzz",0,59355,59355,,"complete","Nakai Univ","Rod","cholerae",,"Nonsporulating","Finished","M66-2","Bacteria",643692053,643692053,"Mesophilic","Mesophile","BOTH"
2,,"Free living",,,,"Coccus-shaped","Betaproteobacteria",,"None","Bacteria",,,,,,"Organic","Heterotroph","Comamonadaceae",61.7,"CP000529,CP000531,CP000532,CP000533,CP000534,CP000535,CP000536,CP000537,CP000530",13418,5000,"Polaromonas naphthalenivorans CJ2",5.3474,"Polaromonas","Gc00486",0,"Betaproteobacteria","Aquatic","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE",399,7.98,,"Free living",26.64,1332,"pna","Naphthalene-degrading, PAH-degrading",17.44,872,"No",365044,20,"Burkholderiales","Polaromonas naphthalenivorans CJ2","Aerobic","Aerobe",19.02,951,"No","Non-Pathogen","Proteobacteria",13418,"zzz",0,58273,58273,,"complete","DOE Joint Genome Institute","Coccus","naphthalenivorans",,"Nonsporulating","Finished","CJ2","Bacteria",639633051,639633051,"Mesophilic","Mesophile","EDD"
6,"Singles","Free living","Gastrointestinal tract","Intestinal tract","Singles","Rod-shaped","Bacteroidia","Severe infection, diarrhea, and abcesses","Abscesses, Diarrhea","Bacteria",,,,,,"Organic","Chemoorganotroph","Bacteroidaceae",43.1,"CR626927,CR626928",46,4403,"Bacteroides fragilis NCTC 9343",5.23656,"Bacteroides","Gc00260",0,"Bacteroidetes/Chlorobi","Host-associated","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",296,6.72,,"Free living",19.12,842,"bfs",,13.81,608,,272559,37,"Bacteroidales","Bacteroides fragilis NCTC 9343","Anaerobic","Obligate anaerobe",18.56,817,"Human","Pathogen","Bacteroidetes",46,"zzz",0,57639,57639,,"complete","Sanger Institute","Rod","fragilis",,,"Finished","NCTC 9343","Bacteria",637000024,637000024,"Mesophilic","Mesophile","1PFK"
7,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Bubonic plague","Bubonic plague","Bacteria",,,,,,"Organic","Heterotroph","Enterobacteriaceae",47.7,"AE017042,AE017043,AE017044,AE017045,AE017046",10638,4462,"Yersinia pestis bv Microtus 91001",4.80799,"Yersinia","Gc00178",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",405,9.08,,"Free living",30.7,1370,"ypm",,17.17,766,,229193,"28-30","Enterobacteriales","Yersinia pestis biovar Microtus str. 91001","Facultative","Facultative",14.99,669,"Human, Rodent","Pathogen","Proteobacteria",10638,"zzz",0,58037,58037,,"complete","Institute of Microbiology and Epidemiology, China","Rod","pestis",,"Nonsporulating","Finished","bv Microtus, 91001","Bacteria",637000354,637000354,"Mesophilic","Mesophile","BOTH"
1,,"Free living",,,,"Rod-shaped","Alphaproteobacteria","None","None","Bacteria",,,,,"No","Inorganic","Phototroph","Erythrobacteraceae",63.1,"CP000157",13480,3068,"Erythrobacter litoralis HTCC2594",3.0524,"Erythrobacter","Gc00339",0,"Alphaproteobacteria","Aquatic","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",276,9,,"Free living",27.18,834,"eli",,19.46,597,"Yes",314225,0,"Sphingomonadales","Erythrobacter litoralis HTCC2594","Aerobic","Aerobe",11.21,344,"No",,"Proteobacteria",13480,"zzz",0,58299,58299,,"complete","J. Craig Venter Institute, Oregon State Univ","Rod","litoralis",,"Nonsporulating","Finished","HTCC2594","Bacteria",637000103,637000103,,"Mesophile","EDD"
6,,"Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Nosocomial infections, nosocomial pneumonia","Pneumonia, Nocosomial infection","Bacteria",,,,,,"Organic","Heterotroph, Chemoheterotroph","Moraxellaceae",39.3,"CU459141,CU459137,CU459138,CU459139,CU459140",28921,3813,"Acinetobacter baumannii AYE",4.04829,"Acinetobacter","Gc00732",0,"Gammaproteobacteria","Aquatic","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",299,7.84,,"Free living",28.35,1081,"aby","Prototrophic",19.33,737,,509173,0,"Pseudomonadales","Acinetobacter baumannii AYE","Aerobic","Aerobe",17.36,662,"Human","Pathogen, MDR (Multi-drug resistant), Antibiotic resistant, MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant)","Proteobacteria",28921,"zzz",0,61637,61637,,"complete","Genoscope","Pleomorphic rod","baumannii",,"Nonsporulating","Finished","AYE","Bacteria",641522602,641522602,"Mesophilic","Mesophile","BOTH"
5,,"Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Nosocomial infections, nosocomial pneumonia","Nosocomial infection, Pneumonia","Bacteria",,,,,,"Organic","Heterotroph, Chemoheterotroph","Moraxellaceae",39.1,"CU468230,CU468231,CU468232,CU468233",13001,3062,"Acinetobacter baumannii SDF",3.47805,"Acinetobacter","Gc00730",0,"Gammaproteobacteria","Aquatic","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",272,8.88,,"Free living",27.73,849,"abm",,19.27,590,,509170,37,"Pseudomonadales","Acinetobacter baumannii SDF","Aerobic","Aerobe",19.2,588,"Human","Pathogen","Proteobacteria",13001,"zzz",0,61601,61601,"Non-halophilic","complete","Genoscope","Pleomorphic rod","baumannii",,"Nonsporulating","Finished","SDF","Bacteria",641522603,641522603,"Mesophilic","Mesophile","EDD"
4,,"Free living","Blood",,"Singles","Rod-shaped","Gammaproteobacteria","Spondylodiscitis (rare)","Endocarditis, Spondylodiscitis","Bacteria",,,,,,"Organic","Heterotroph","Pseudomonadaceae",64.7,"CP000680",17457,4730,"Pseudomonas mendocina ymp",5.07281,"Pseudomonas","Gc00544",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",388,8.2,,"Free living",30.7,1452,"pmy","PCP-degrading",18.69,884,"Yes",399739,0,"Pseudomonadales","Pseudomonas mendocina ymp","Aerobic","Aerobe",16.03,758,"Human","Pathogen","Proteobacteria",17457,"Pseudomonas mendocina ymp",0,58723,58723,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","mendocina",,"Nonsporulating","Finished","ymp","Bacteria",640427131,640427131,,"Mesophile","BOTH"
6,"Singles, Chains","Free living","Gastrointestinal tract","Intestinal tract","Chains, Singles","Rod-shaped","Bacilli","Listeriosis","Food poisoning, Listeriosis","Bacteria",,,,,,"Organic","Chemoorganotroph","Listeriaceae",38.2,"CP001175",29409,3059,"Listeria monocytogenes HCC23",2.97621,"Listeria","Gc00899",0,"Firmicutes","Host-associated","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",242,7.91,,"Free living",31.15,953,"lmh",,17.75,543,"Yes",552536,"30-37","Bacillales","Listeria monocytogenes HCC23","Facultative","Facultative",16.54,506,"Human","Pathogen","Firmicutes",29409,"zzz",0,59203,59203,,"complete","Mississippi State Univ","Rod","monocytogenes",,"Nonsporulating","Finished","HCC23","Bacteria",643348561,643348561,"Mesophilic","Mesophile","1PFK"
7,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Bubonic plague","Bubonic and Pneumonic plague","Bacteria",,,,,,"Organic","Heterotroph","Enterobacteriaceae",47.7,"CP000668,CP000670,CP000669",16700,4359,"Yersinia pestis Pestoides F",4.712,"Yersinia","Gc00538",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",413,9.47,,"Free living",31.64,1379,"ypp",,18.22,794,,386656,0,"Enterobacteriales","Yersinia pestis Pestoides F","Facultative","Facultative",14.75,643,"Human, Rodent","Pathogen","Proteobacteria",16700,"zzz",0,58619,58619,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","pestis",,"Nonsporulating","Finished","Pestoides F","Bacteria",640427152,640427152,"Mesophilic","Mesophile","BOTH"
7,"Singles","Free living","Gastrointestinal tract",,"Singles","Rod-shaped","Gammaproteobacteria","Gastroenteritis","Food poisoning, Gastroenteritis","Bacteria",,,,,,"Organic","Heterotroph","Enterobacteriaceae",47.2,"CP000720,CP000719,CP000718",16070,4529,"Yersinia pseudotuberculosis IP 31758",4.93231,"Yersinia","Gc00625",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",417,9.21,,"Free living",30.74,1392,"ypi",,17.38,787,"Yes",349747,0,"Enterobacteriales","Yersinia pseudotuberculosis IP 31758","Facultative","Facultative",13.82,626,"Human, Animal","Pathogen","Proteobacteria",16070,"zzz",0,58487,58487,,"complete","J. Craig Venter Institute","Rod","pseudotuberculosis",,"Nonsporulating","Finished","IP 31758","Bacteria",640753060,640753060,"Mesophilic","Mesophile","BOTH"
7,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Bubonic plague","Bubonic plague, Food poisoning, Gastroenteritis","Bacteria",,,,,,"Organic","Heterotroph","Enterobacteriaceae",47.6,"CP000901,CP000900,CP000902",16067,4439,"Yersinia pestis Angola",4.678,"Yersinia","Gc00696",0,"Gammaproteobacteria","Multiple","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",405,9.12,,"Free living",29.67,1317,"ypg",,17.03,756,,349746,0,"Enterobacteriales","Yersinia pestis Angola","Facultative","Facultative",16.36,726,"Human, Rodent","Pathogen","Proteobacteria",16067,"zzz",0,58485,58485,,"complete","J. Craig Venter Institute","Rod","pestis",,"Nonsporulating","Finished","Angola","Bacteria",641228512,641228512,"Mesophilic","Mesophile","BOTH"
7,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Bubonic plague","Bubonic and Pneumonic plague","Bacteria",,,,,,"Organic","Heterotroph","Enterobacteriaceae",47.7,"CP000308,CP000310,CP000311,CP000309",16645,4576,"Yersinia pestis Antiqua",4.877,"Yersinia","Gc00388",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",411,8.98,,"Free living",30.77,1408,"ypa",,17.4,796,,360102,0,"Enterobacteriales","Yersinia pestis Antiqua","Facultative","Facultative",17.55,803,"Human, Animal","Pathogen","Proteobacteria",16645,"zzz",0,58607,58607,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","pestis",,"Nonsporulating","Finished","Antiqua","Bacteria",637000350,637000350,"Mesophilic","Mesophile","BOTH"
3,"Singles","Free living",,,"Singles","Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,,"Organic","Chemoorganotroph","Beijerinckiaceae",57,"CP001016,CP001018,CP001017",20841,3850,"Beijerinckia indica indica ATCC 9039",4.41715,"Beijerinckia","Gc00766",0,"Alphaproteobacteria",,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE",237,6.16,,"Free living",29.19,1124,"bid","Nitrogen fixation",19.01,732,"No",395963,"20-30","Rhizobiales","Beijerinckia indica subsp. indica ATCC 9039","Aerobic","Aerobe",15.74,606,,"Nonmethanotrophic","Proteobacteria",20841,"Obligate methanotrophy CSP_777358",0,59057,59057,,"complete","DOE Joint Genome Institute","Rod","indica",,,"Finished","subsp. indica ATCC 9039","Bacteria",641522606,641522606,"Mesophilic","Mesophile","EDD"
3,,"Free living",,,,"Rod-shaped","Betaproteobacteria",,"Nosocomial infection","Bacteria",,,,,,"Organic","Heterotroph","Burkholderiaceae",63.6,"CP001068,CP001069,CP001070",17631,5092,"Ralstonia pickettii 12J",5.32356,"Ralstonia","Gc00794",0,"Betaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",405,7.95,,"Free living",29.18,1486,"rpi",,18.4,937,,402626,0,"Burkholderiales","Ralstonia pickettii 12J","Aerobic","Aerobe",21.72,1106,,"Pathogen","Proteobacteria",17631,"zzz",0,58737,58737,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","pickettii",,,"Finished","12J","Bacteria",642555151,642555151,"Mesophilic","Mesophile","BOTH"
2,,"Free living",,,,"Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,,"C1","Methylotroph","Beijerinckiaceae",63.1,"CP001280",20635,3971,"Methylocella silvestris BL2, DSM 15510",4.3,"Methylocella","Gc00900",0,"Alphaproteobacteria","Terrestrial","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE",218,5.49,,"Free living",29.51,1172,"msl","Methane oxidation",19.01,755,"No",395965,0,"Rhizobiales","Methylocella silvestris BL2","Aerobic","Aerobe",13.35,530,"No","Acidophile","Proteobacteria",20635,"Obligate methanotrophy CSP_777358",0,59433,59433,,"complete","DOE Joint Genome Institute","Rod","silvestris",,,"Finished","BL2","Bacteria",643348565,643348565,"Mesophilic","Psychrotolerant","EDD"
2,,,,,,,"Methanomicrobia",,"None","Archaea",,,,,,"Inorganic","Autotroph, Lithotroph","Methanosarcinaceae",,"CP002069,CP002070",37945,2437,"Methanohalobium evestigatum Z-7303, DSM 3721",2.36,"Methanohalobium","Gc01304",,"Euryarchaeota","Specialized","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",201,8.25,,,24.74,603,"mev","Methanogen",15.35,374,,644295,50,"Methanosarcinales","Methanohalobium evestigatum Z-7303","Anaerobic","Anaerobe",21.79,531,"No",,"Euryarchaeota",37945,"Comparative genomics of the Archaea",0,49857,49857,"Extreme halophilic","complete","DOE Joint Genome Institute","Rod","evestigatum",,,"Finished","Z-7303","Archaea",648028039,648028039,"Thermophilic","Thermophile","1PFK"
3,,"Free living",,,,"Coccus-shaped","Methanomicrobia",,"None","Archaea",,,,,,"C1","Methylotroph","Methanosarcinaceae",42.6,"CP001994",30711,2095,"Methanohalophilus mahii SLP, DSM 5219",2,"Methanohalophilus","Gc01255",,"Euryarchaeota","Specialized","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",211,10.07,,"Free living",31.31,656,"mmh","Methanogen",19.76,414,,547558,0,"Methanosarcinales","Methanohalophilus mahii DSM 5219","Anaerobic","Anaerobe",12.65,265,,,"Euryarchaeota",30711,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,47313,47313,"Moderate halophilic","complete","DOE Joint Genome Institute, DSMZ",,"mahii",,,"Finished","DSM 5219","Archaea",646564550,646564550,"Mesophilic","Mesophile","1PFK"
2,,,,,,,"Actinobacteria",,,"Bacteria",,,,,"Yes",,,"Intrasporangiaceae",,"CP002343",43527,3710,"Intrasporangium calvum DSM 43043",4,"Intrasporangium",,0,"Actinobacteria",,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",245,6.6,,,28.52,1058,"ica",,19,705,"No",710696,0,"Actinomycetales","Intrasporangium calvum DSM 43043","Aerobic",,1.89,70,,,"Actinobacteria",43527,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,61729,61729,,"complete","DOE Joint Genome Institute, DSMZ","Filament","calvum",,,"Finished","DSM 43043","Bacteria",649633057,649633057,"Mesophilic",,"1PFK"
