Pathway Genes Missing,taxon_oid,Domain,Status,Proposal Name,Genome Name,Taxon Object ID,NCBI Taxon ID,RefSeq Project ID,GenBank Project ID,Phylum,Class,Order,Family,Genus,Species,Strain,Sequencing Center,Funding Agency,Add Date,Is Public,IMG Release,IMG Product Assignment,IMG Submission ID,GOLD ID,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Diseases,Energy Source,Energy Category,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Isolation,Specific Ecosystem,Gram Staining,Host Name,Host Gender,Motility,Metabolism,Oxygen Requirement,Broad Oxygen Requirement,Phenotype,Relevance,Salinity,Sporulation,Temperature Range,IMG Sample Id,IMG Project Id,Scaffold Count,CRISPR Count,GC Count,GC %,Coding Base Count,Genome Size,Gene Count,CDS Count,CDS %,RNA Count,rRNA Count,5S rRNA Count,16S rRNA Count,18S rRNA Count,23S rRNA Count,28S rRNA Count,tRNA Count,Other RNA Count,Fused Count,Fused %,Fusion Component Count,Fusion component %,Pseudo Count,Pseudo %,Unchar Count,Unchar %,Obsolete Count,Obsolete %,Revised Count,Revised %,w/ Func Pred Count,w/ Func Pred %,w/o Func Pred Sim Count,w/o Func Pred Sim %,w/o Func Pred No Sim Count,w/o Func Pred No Sim %,Signal Peptide Count,Signal Peptide %,Transmembrane Count,Transmembrane %,Orthologs Count,Orthologs %`,Paralogs Count,Paralogs %,Ortholog Group Count,Paralog Group Count,SwissProt Count,SwissProt %,Not SwissProt Count,Not SwissProt %,SEED Count,SEED %,Not SEED Count,Not SEED %,COG Count,COG %,KOG Count,KOG %,Pfam Count,Pfam %,TIGRfam Count,TIGRfam %,COG Cluster Count,KOG Cluster Count,Pfam Cluster Count,TIGRfam Cluster Count,InterPro Count,InterPro %,Enzyme Count,Enzyme %,TC Count,TC %,KEGG Count,KEGG %,Not KEGG Count,Not KEGG %,KO Count,KO %,Not KO Count,Not KO %,MetaCyc Count,MetaCyc %,Not MetaCyc Count,Not MetaCyc %,IMG Term Count,IMG Term %,IMG Pathwawy Count,IMG Pathway %,IMG Parts List Count,IMG Parts List %,Chromosomal Cassette Gene Count,Chromosomal Cassette Gene %,Chromosomal Cassette Count,KEGG Organism ID,Has ATP 6PFK,Has Ppi 6PFK,Has ADP 6PFK,Has ATP 1PFK,Has Any 6PFK,Has EDD,Has EDA,Has ED Genes,4.1.3.24,2.3.3.8,4.2.1.3,1.1.1.37,4.1.3.6,1.1.1.82,6.2.1.9,4.1.3.1,4.1.3.34
1,640753024,Bacteria,Finished,Escherichia coli O139:H28 E24377A (ETEC),Escherichia coli O139:H28 E24377A (ETEC),640753024,331111,58395,13960,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,E24377A,J. Craig Venter Institute,zzz,2007-10-09,Yes,IMG/W 2.4,zzz,zzz,Gc00641,Free living,Gastrointestinal tract,zzz,"Singles, Pairs",Rod-shaped,Diarrhea,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,"Enterotoxigenic, Pathogen","Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,10044,7,2,2654167,0.51,4480920,5249287,5258,5145,97.85,113,21,7,7,zzz,7,zzz,91,1,447,8.5,2280,43.36,151,2.87,zzz,zzz,zzz,zzz,3,zzz,3734,71.02,1350,25.68,61,1.16,953,18.12,1104,21,5044,95.93,1102,20.96,4298,412,834,15.86,4311,81.99,4281,81.42,864,16.43,3815,72.56,1455,27.67,4211,80.09,1804,34.31,2173,751,2360,1509,4448,84.59,1365,25.96,809,15.39,1463,27.82,3682,70.03,2946,56.03,2199,41.82,912,17.34,4233,80.51,1221,23.22,418,7.95,347,6.6,4966,94.45,516,ecw,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,641522650,Bacteria,Finished,"Shigella boydii BS512, CDC 3083-94","Shigella boydii BS512, CDC 3083-94",641522650,344609,58415,15637,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,boydii,CDC 3083-94,J. Craig Venter Institute,zzz,2008-05-30,Yes,IMG/W 2.6,zzz,zzz,Gc00779,Free living,zzz,zzz,"Pairs, Singles",Rod-shaped,"Food poisoning, Dysenteria",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,Male,Motile,zzz,Facultative,Facultative,Pathogen,"Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,11909,6,zzz,2487392,0.51,3757791,4874657,4725,4557,96.44,168,22,8,7,zzz,7,zzz,102,44,321,6.79,1894,40.08,zzz,zzz,zzz,zzz,2,zzz,zzz,zzz,3758,79.53,762,16.13,37,0.78,845,17.88,884,18.71,4499,95.22,1302,27.56,3438,276,697,14.75,3860,81.69,3860,81.69,697,14.75,3495,73.97,1200,25.4,3820,80.85,1516,32.08,1999,704,2169,1357,3982,84.28,1176,24.89,642,13.59,1266,26.79,3291,69.65,2583,54.67,1974,41.78,786,16.63,3771,79.81,1056,22.35,367,7.77,301,6.37,4519,95.64,674,sbc,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,643348547,Bacteria,Finished,Escherichia coli IAI39,Escherichia coli IAI39,643348547,585057,59381,33411,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,IAI39,Genoscope,zzz,2009-02-11,Yes,IMG/W 2.8,zzz,zzz,Gc00923,Free living,zzz,zzz,"Singles, Pairs",Rod-shaped,"Urinary tract infection, Diarrhea",,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Comparative analysis, Medical, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,14382,1,zzz,2598393,0.51,4472894,5132068,4938,4732,95.83,206,22,8,7,zzz,7,zzz,88,96,434,8.79,2297,46.52,zzz,zzz,zzz,zzz,1,zzz,zzz,zzz,3675,74.42,1043,21.12,14,0.28,935,18.93,1077,21.81,4704,95.26,1163,23.55,3927,397,zzz,zzz,4732,95.83,4020,81.41,712,14.42,3839,77.74,1461,29.59,4175,84.55,1776,35.97,2146,752,2323,1475,4381,88.72,1368,27.7,820,16.61,1472,29.81,3260,66.02,2910,58.93,1822,36.9,925,18.73,3807,77.1,968,19.6,298,6.03,278,5.63,4864,98.5,468,ect,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,641522642,Bacteria,Finished,"Mycobacterium marinum M, ATCC BAA-535","Mycobacterium marinum M, ATCC BAA-535",641522642,216594,59423,16725,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,marinum,M,"Institut Pasteur, Sanger Institute, Univ of Washington",zzz,2008-05-30,Yes,IMG/W 2.6,zzz,zzz,Gc00784,Free living,zzz,zzz,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,zzz,Nonmotile,zzz,Aerobe,Aerobe,Pathogen,"Animal Pathogen, Medical, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,11501,2,zzz,4377985,0.66,5993206,6660144,5501,5452,99.11,49,3,1,1,zzz,1,zzz,46,zzz,602,10.94,3004,54.61,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,3285,59.72,2145,38.99,22,0.4,1340,24.36,1203,21.87,5336,97,1464,26.61,4051,444,316,5.74,5136,93.36,3225,58.63,2227,40.48,3717,67.57,2135,38.81,4315,78.44,1334,24.25,1538,791,1701,980,4668,84.86,1260,22.9,460,8.36,1337,24.3,4115,74.8,2284,41.52,3168,57.59,972,17.67,4480,81.44,873,15.87,338,6.14,293,5.33,5395,98.07,457,mmi,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True
1,640753030,Bacteria,Finished,Janthinobacterium sp. Marseille,Janthinobacterium sp. Marseille,640753030,375286,58603,16549,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,sp.,Marseille,CNRS,zzz,2007-10-09,Yes,IMG/W 2.4,zzz,zzz,Gc00613,Free living,zzz,zzz,zzz,Rod-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,,,zzz,"Environmental, Medical",zzz,zzz,Mesophile,zzz,10072,1,zzz,2229161,0.54,3679088,4110251,3763,3697,98.25,66,6,2,2,zzz,2,zzz,46,14,378,10.05,1967,52.27,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,2510,66.7,1176,31.25,11,0.29,897,23.84,928,24.66,3651,97.02,678,18.02,3128,269,318,8.45,3379,89.8,2535,67.37,1162,30.88,2957,78.58,1233,32.77,3089,82.09,1326,35.24,1697,681,1798,1059,3294,87.54,967,25.7,612,16.26,1102,29.29,2595,68.96,2057,54.66,1640,43.58,675,17.94,3022,80.31,888,23.6,273,7.25,364,9.67,3719,98.83,307,mms,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True
1,643348545,Bacteria,Finished,Escherichia coli O81 ED1a,Escherichia coli O81 ED1a,643348545,585397,59379,33409,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,ED1a,Genoscope,zzz,2009-02-11,Yes,IMG/W 2.8,zzz,zzz,Gc00924,Free living,Gastrointestinal tract,zzz,"Pairs, Singles",Rod-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,Male,Motile,zzz,Facultative,Facultative,Non-Pathogen,Medical,zzz,Nonsporulating,Mesophile,zzz,11309,1,2,2642952,0.51,4519644,5209548,5116,4915,96.07,201,22,8,7,zzz,7,zzz,91,88,437,8.54,2294,44.84,zzz,zzz,zzz,zzz,2,zzz,1,zzz,3601,70.39,1294,25.29,20,0.39,964,18.84,503,9.83,4878,95.35,1212,23.69,4064,442,zzz,zzz,4915,96.07,2481,48.49,2434,47.58,3754,73.38,1431,27.97,4230,82.68,1831,35.79,2154,737,2369,1494,4427,86.53,1353,26.45,843,16.48,1487,29.07,3428,67.01,2933,57.33,1982,38.74,916,17.9,3999,78.17,1047,20.47,333,6.51,314,6.14,5044,98.59,472,ecq,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,644736364,Bacteria,Finished,Escherichia coli O45:K1 S88,Escherichia coli O45:K1 S88,644736364,585035,62979,33375,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,S88,Genoscope,zzz,2009-10-13,Yes,IMG/W 3.0,zzz,zzz,Gc00926,Free living,Brain,zzz,"Singles, Pairs",Rod-shaped,Meningitis,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,"Highly Virulent, Pathogen","Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,11310,2,2,2616382,0.51,4538189,5166121,5037,4832,95.93,205,22,8,7,zzz,7,zzz,91,92,454,9.01,2341,46.48,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,3597,71.41,1229,24.4,6,0.12,992,19.69,1138,22.59,4804,95.37,1067,21.18,4120,413,zzz,zzz,4832,95.93,4030,80.01,802,15.92,3795,75.34,1455,28.89,4233,84.04,1855,36.83,2154,749,2410,1504,4436,88.07,1384,27.48,856,16.99,1532,30.41,3300,65.52,3008,59.72,1824,36.21,933,18.52,3899,77.41,920,18.26,251,4.98,289,5.74,4967,98.61,465,ecz,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,640753025,Bacteria,Finished,Escherichia coli O9 HS,Escherichia coli O9 HS,640753025,331112,58393,13959,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,HS,J. Craig Venter Institute,NIH/NIAID,2007-10-09,Yes,IMG/W 2.4,zzz,zzz,Gc00640,Free living,Gastrointestinal tract,zzz,"Singles, Pairs",Rod-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Non-Pathogen,"Medical, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,10045,1,3,2359828,0.51,4056202,4643537,4628,4470,96.59,158,22,8,7,zzz,7,zzz,88,48,412,8.9,2152,46.5,87,1.88,zzz,zzz,zzz,zzz,4,zzz,3481,75.22,971,20.98,18,0.39,892,19.27,746,16.12,4421,95.53,822,17.76,3870,297,841,18.17,3629,78.41,3987,86.15,483,10.44,3594,77.66,1403,30.32,3875,83.73,1753,37.88,2137,743,2302,1503,4057,87.66,1335,28.85,789,17.05,1452,31.37,3018,65.21,2887,62.38,1583,34.2,900,19.45,3570,77.14,1234,26.66,433,9.36,345,7.45,4479,96.78,370,ecx,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,644736363,Bacteria,Finished,Escherichia coli O157:H7 TW14359,Escherichia coli O157:H7 TW14359,644736363,544404,59235,30045,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,O157:H7 str. TW14359,Univ of Washington,zzz,2009-10-13,Yes,IMG/W 3.0,zzz,zzz,Gc01066,Free living,zzz,zzz,"Pairs, Singles",Rod-shaped,"Hemorrhagic colitis, Diarrhea",,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Human Pathogen, Medical, Comparative analysis",zzz,Nonsporulating,Mesophile,zzz,13860,2,1,2837394,0.5,4842596,5622737,5500,5372,97.67,128,22,8,7,zzz,7,zzz,106,zzz,463,8.42,2383,43.33,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,4036,73.38,1328,24.15,8,0.15,1041,18.93,1159,21.07,5332,96.95,1443,26.24,4318,480,9,0.16,5363,97.51,4457,81.04,915,16.64,3912,71.13,1445,26.27,4537,82.49,1843,33.51,2152,751,2426,1511,4793,87.15,1347,24.49,841,15.29,1477,26.85,3895,70.82,2999,54.53,2373,43.15,893,16.24,4479,81.44,785,14.27,209,3.8,226,4.11,5413,98.42,548,etw,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,640753023,Bacteria,Finished,Escherichia coli O1:K1:H7 (APEC),Escherichia coli O1:K1:H7 (APEC),640753023,405955,58623,16718,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,APEC O1,Iowa State Univ,zzz,2007-10-09,Yes,IMG/W 2.4,zzz,zzz,Gc00494,Free living,zzz,Lung,"Singles, Pairs",Rod-shaped,zzz,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Chicken,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Medical, Avian Pathogen",zzz,Nonsporulating,Mesophile,zzz,10191,3,2,2767415,0.5,4817064,5497526,5168,4880,94.43,288,22,8,7,zzz,7,zzz,189,77,466,9.02,2321,44.91,zzz,zzz,zzz,zzz,1,zzz,2,zzz,3423,66.23,1452,28.1,5,0.1,965,18.67,1143,22.12,4853,93.9,1007,19.49,4179,403,698,13.51,4182,80.92,4102,79.37,778,15.05,3770,72.95,1455,28.15,4154,80.38,1817,35.16,2106,732,2296,1460,4371,84.58,1394,26.97,865,16.74,1512,29.26,3368,65.17,2978,57.62,1902,36.8,936,18.11,3944,76.32,1247,24.13,467,9.04,332,6.42,5066,98.03,613,ecv,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,646564570,Bacteria,Finished,Sphingobium japonicum UT26S,Sphingobium japonicum UT26S,646564570,452662,47077,19949,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,japonicum,UT26S,NITE,zzz,2010-06-24,Yes,IMG/W 3.2,zzz,zzz,Gc01274,Free living,zzz,zzz,zzz,zzz,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,zzz,zzz,,,zzz,Biotechnological,zzz,zzz,Mesophile,zzz,10990,5,zzz,2869522,0.65,4010178,4424862,4460,4394,98.52,66,9,3,3,zzz,3,zzz,55,2,339,7.6,1752,39.28,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,3031,67.96,1120,25.11,243,5.45,991,22.22,867,19.44,4129,92.58,709,15.9,3493,274,zzz,zzz,4394,98.52,40,0.9,4354,97.62,3046,68.3,1321,29.62,3212,72.02,1170,26.23,1661,730,1806,1000,3504,78.57,960,21.52,502,11.26,1082,24.26,3312,74.26,1857,41.64,2537,56.88,740,16.59,3654,81.93,717,16.08,276,6.19,274,6.14,4438,99.51,242,sjp,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True
1,643348546,Bacteria,Finished,Escherichia coli IAI1,Escherichia coli IAI1,643348546,585034,59377,33373,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,IAI1,Genoscope,zzz,2009-02-11,Yes,IMG/W 2.8,zzz,zzz,Gc00936,Free living,zzz,zzz,"Singles, Pairs",Rod-shaped,Meningitis,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,"Highly Virulent, Pathogen","Medical, Human Pathogen, Comparative analysis",zzz,Nonsporulating,Mesophile,zzz,14383,1,2,2387587,0.51,4162530,4700560,4548,4353,95.71,195,22,8,7,zzz,7,zzz,86,87,423,9.3,2182,47.98,zzz,zzz,zzz,zzz,zzz,zzz,2,zzz,3301,72.58,1039,22.85,13,0.29,910,20.01,573,12.6,4317,94.92,781,17.17,3845,319,zzz,zzz,4353,95.71,3918,86.15,435,9.56,3557,78.21,1425,31.33,3845,84.54,1751,38.5,2134,743,2305,1503,4026,88.52,1353,29.75,785,17.26,1448,31.84,2905,63.87,2883,63.39,1470,32.32,909,19.99,3444,75.73,935,20.56,268,5.89,288,6.33,4505,99.05,379,ecr,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,637000169,Bacteria,Finished,Mycobacterium bovis AF2122/97,Mycobacterium bovis AF2122/97,637000169,233413,57695,89,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,bovis,AF2122/97,"Institut Pasteur, Sanger Institute","Beowulf Genomics, MAFF, Wellcome Trust",2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00138,Free living,zzz,zzz,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,"Cow, Homo sapiens",zzz,Nonmotile,zzz,Aerobe,Aerobe,Pathogen,"Medical, Animal Pathogen, Human Pathogen, Cattle Pathogen",zzz,Nonsporulating,Mesophile,zzz,10548,1,2,2852076,0.66,3932097,4345492,4014,3949,98.38,65,3,1,1,zzz,1,zzz,45,17,419,10.44,2183,54.38,29,0.72,zzz,zzz,zzz,zzz,zzz,zzz,2541,63.3,1408,35.08,zzz,zzz,940,23.42,795,19.81,3865,96.29,712,17.74,3171,236,1235,30.77,2714,67.61,3922,97.71,27,0.67,2760,68.76,1459,36.35,3146,78.38,1110,27.65,1447,690,1590,917,3435,85.58,980,24.41,342,8.52,1093,27.23,2856,71.15,1959,48.8,1990,49.58,752,18.73,3197,79.65,776,19.33,308,7.67,244,6.08,3949,98.38,283,mbo,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True
1,639633040,Bacteria,Finished,Mycobacterium bovis BCG Pasteur 1173P2,Mycobacterium bovis BCG Pasteur 1173P2,639633040,410289,58781,18059,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,bovis,BCG str. Pasteur 1173P2,Institut Pasteur,zzz,2007-01-28,Yes,IMG/W 2.1,zzz,zzz,Gc00489,Free living,zzz,zzz,Singles,Rod-shaped,Bovine tuberculosis,Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,zzz,Nonmotile,zzz,Aerobe,Aerobe,Pathogen,"Animal Pathogen, Biotechnological, Cattle Pathogen, Human Pathogen, Medical, Vaccine development",zzz,Nonsporulating,Mesophile,zzz,10196,1,2,2871263,0.66,3968296,4374522,4048,3981,98.34,67,3,1,1,zzz,1,zzz,47,17,419,10.35,2181,53.88,29,0.72,zzz,zzz,zzz,zzz,zzz,zzz,2460,60.77,1521,37.57,zzz,zzz,942,23.27,794,19.61,3893,96.17,830,20.5,3154,295,400,9.88,3581,88.46,3871,95.63,110,2.72,2783,68.75,1470,36.31,3165,78.19,1122,27.72,1442,688,1582,911,3452,85.28,993,24.53,335,8.28,1107,27.35,2874,71,1991,49.18,1990,49.16,763,18.85,3218,79.5,770,19.02,304,7.51,246,6.08,3987,98.49,273,mbb,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True
1,643692028,Bacteria,Finished,Mycobacterium bovis BCG Tokyo 172,Mycobacterium bovis BCG Tokyo 172,643692028,561275,59281,31211,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,bovis,BCG str. Tokyo 172,"Agencourt Bioscience, BCG Laboratory",zzz,2009-06-09,Yes,IMG/W 2.9,zzz,zzz,Gc00957,Free living,zzz,zzz,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,zzz,Nonmotile,zzz,Aerobe,Aerobe,Pathogen,"Animal Pathogen, Comparative analysis, Medical, Cattle Pathogen, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,14053,1,3,2869723,0.66,3953757,4371711,3996,3947,98.77,49,3,1,1,zzz,1,zzz,45,1,381,9.53,2070,51.8,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,2457,61.49,1490,37.29,zzz,zzz,943,23.6,796,19.92,3866,96.75,763,19.09,3159,255,305,7.63,3642,91.14,3830,95.85,117,2.93,2776,69.47,1471,36.81,3152,78.88,1121,28.05,1418,687,1581,912,3426,85.74,996,24.92,339,8.48,1115,27.9,2832,70.87,1983,49.62,1964,49.15,771,19.29,3176,79.48,616,15.42,252,6.31,178,4.45,3960,99.1,288,mbt,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True
1,643348571,Bacteria,Finished,Rhodocista centenaria SW,Rhodocista centenaria SW,643348571,414684,58805,18307,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodocista,centenum,SW,"Arizona State Univ, TGen",zzz,2009-02-11,Yes,IMG/W 2.8,zzz,zzz,Gc00877,Free living,zzz,zzz,zzz,Spiral-shaped,None,"Lithotroph, Photoheterotroph, Photosynthetic",Both,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,Facultative,Facultative,zzz,Biotechnological,zzz,zzz,Mesophile,zzz,11724,1,7,3068974,0.7,3806815,4355548,4065,4002,98.45,63,11,3,4,zzz,4,zzz,52,zzz,316,7.77,1863,45.83,zzz,zzz,zzz,zzz,zzz,zzz,2,zzz,2633,64.77,1255,30.87,114,2.8,869,21.38,895,22.02,3658,89.99,501,12.32,3238,211,207,5.09,3795,93.36,3178,78.18,824,20.27,2886,71,1347,33.14,3040,74.78,1210,29.77,1771,748,1837,1052,3254,80.05,1005,24.72,485,11.93,1162,28.59,2840,69.86,1950,47.97,2052,50.48,737,18.13,3265,80.32,747,18.38,280,6.89,268,6.59,4014,98.75,346,rce,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True
1,637000032,Bacteria,Finished,Bordetella bronchiseptica RB50,Bordetella bronchiseptica RB50,637000032,257310,57613,24,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,bronchiseptica,RB50,"Sanger Institute, Univ of Cambridge",Beowulf Genomics,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00148,Free living,zzz,zzz,zzz,Rod-shaped,Respiratory infection,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Rabbit,zzz,Motile,zzz,Obligate aerobe,Aerobe,Pathogen,"Medical, Animal Pathogen",zzz,zzz,Mesophile,zzz,10538,1,zzz,3634754,0.68,4920302,5339179,5086,5005,98.41,81,9,3,3,zzz,3,zzz,55,17,572,11.25,3255,64,11,0.22,zzz,zzz,zzz,zzz,zzz,zzz,3244,63.78,1751,34.43,10,0.2,1319,25.93,1108,21.79,4924,96.81,1435,28.21,3709,434,506,9.95,4499,88.46,4995,98.21,10,0.2,4218,82.93,1814,35.67,4368,85.88,1420,27.92,1831,749,1896,1135,4588,90.21,1340,26.35,1126,22.14,1697,33.37,3308,65.04,2719,53.46,2286,44.95,1020,20.06,3985,78.35,1323,26.01,411,8.08,470,9.24,5054,99.37,223,bbr,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
1,641228482,Bacteria,Finished,Burkholderia multivorans ATCC 17616,Burkholderia multivorans ATCC 17616,641228482,395019,58697,17407,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,multivorans,ATCC 17616,DOE Joint Genome Institute,zzz,2008-02-07,Yes,IMG/W 2.5,zzz,zzz,Gc00689,Free living,zzz,zzz,zzz,Rod-shaped,Cepacia syndrome,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,zzz,"Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,12139,4,zzz,4673776,0.67,6116150,7008622,6373,6290,98.7,83,15,5,5,zzz,5,zzz,65,3,733,11.5,3558,55.83,31,0.49,zzz,zzz,zzz,zzz,zzz,zzz,4040,63.39,2244,35.21,6,0.09,1460,22.91,1466,23,6179,96.96,1651,25.91,5009,563,341,5.35,5949,93.35,3567,55.97,2723,42.73,4883,76.62,2067,32.43,5170,81.12,1812,28.43,2086,812,2197,1343,5508,86.43,1549,24.31,1057,16.59,1752,27.49,4538,71.21,3067,48.12,3223,50.57,1122,17.61,5168,81.09,1668,26.17,463,7.27,786,12.33,6215,97.52,656,bmj,True,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True
1,646311907,Bacteria,Finished,Azospirillum sp. B510,Azospirillum sp. B510,646311907,137722,46085,32551,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,sp.,B510,Kazusa DNA Research Institute,zzz,2010-02-26,Yes,IMG/W 3.1,zzz,zzz,Gc01166,Symbiotic,zzz,zzz,zzz,Rod-shaped,None,,,zzz,zzz,zzz,zzz,Symbiotic,zzz,Gram-,zzz,zzz,Motile,Nitrogen fixation,Facultative,Facultative,Organic fertilizer,"Agricultural, Biotechnological",zzz,Nonsporulating,Mesophile,zzz,16420,7,6,5138395,0.68,6707669,7599738,6417,6309,98.32,108,26,8,9,zzz,9,zzz,79,3,914,14.24,3700,57.66,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,4595,71.61,1714,26.71,zzz,zzz,1215,18.93,1418,22.1,6129,95.51,1788,27.86,4543,573,1,0.02,6308,98.3,zzz,zzz,6309,98.32,4984,77.67,2153,33.55,5231,81.52,1768,27.55,2049,814,2045,1301,5565,86.72,1448,22.57,1000,15.58,1854,28.89,4455,69.42,3079,47.98,3230,50.34,1064,16.58,5245,81.74,1064,16.58,333,5.19,349,5.44,6298,98.15,720,azl,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
