"taxon_oid","Domain","Status","Proposal Name","Genome Name","Taxon Object ID","NCBI Taxon ID","RefSeq Project ID","GenBank Project ID","Phylum","Class","Order","Family","Genus","Species","Strain","Sequencing Center","Funding Agency","Add Date","Is Public","IMG Release","IMG Product Assignment","IMG Submission ID","GOLD ID","Biotic Relationships","Body Site","Body Subsite","Cell Arrangement","Cell Shape","Diseases","Energy Source","Energy Category","Ecosystem","Ecosystem Category","Ecosystem Type","Ecosystem Subtype","Isolation","Specific Ecosystem","Gram Staining","Host Name","Host Gender","Motility","Metabolism","Oxygen Requirement","Broad Oxygen Requirement","Phenotype","Relevance","Salinity","Sporulation","Temperature Range","IMG Sample Id","IMG Project Id","Scaffold Count","CRISPR Count","GC Count","GC %","Coding Base Count","Genome Size","Gene Count","CDS Count","CDS %","RNA Count","rRNA Count","5S rRNA Count","16S rRNA Count","18S rRNA Count","23S rRNA Count","28S rRNA Count","tRNA Count","Other RNA Count","Fused Count","Fused %","Fusion Component Count","Fusion component %","Pseudo Count","Pseudo %","Unchar Count","Unchar %","Obsolete Count","Obsolete %","Revised Count","Revised %","w/ Func Pred Count","w/ Func Pred %","w/o Func Pred Sim Count","w/o Func Pred Sim %","w/o Func Pred No Sim Count","w/o Func Pred No Sim %","Signal Peptide Count","Signal Peptide %","Transmembrane Count","Transmembrane %","Orthologs Count","Orthologs %`","Paralogs Count","Paralogs %","Ortholog Group Count","Paralog Group Count","SwissProt Count","SwissProt %","Not SwissProt Count","Not SwissProt %","SEED Count","SEED %","Not SEED Count","Not SEED %","COG Count","COG %","KOG Count","KOG %","Pfam Count","Pfam %","TIGRfam Count","TIGRfam %","COG Cluster Count","KOG Cluster Count","Pfam Cluster Count","TIGRfam Cluster Count","InterPro Count","InterPro %","Enzyme Count","Enzyme %","TC Count","TC %","KEGG Count","KEGG %","Not KEGG Count","Not KEGG %","KO Count","KO %","Not KO Count","Not KO %","MetaCyc Count","MetaCyc %","Not MetaCyc Count","Not MetaCyc %","IMG Term Count","IMG Term %","IMG Pathwawy Count","IMG Pathway %","IMG Parts List Count","IMG Parts List %","Chromosomal Cassette Gene Count","Chromosomal Cassette Gene %","Chromosomal Cassette Count","KEGG Organism ID","Has ATP 6PFK","Has Ppi 6PFK","Has ADP 6PFK","Has ATP 1PFK","Has Any 6PFK","Has EDD","Has EDA","Has ED Genes"
647000295,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Prevotella timonensis CRIS 5C-B1",647000295,679189,42971,40667,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","timonensis","CRIS 5C-B1","J. Craig Venter Institute","zzz","2010-06-24","Yes","IMG/W 3.2","zzz","zzz","Gi04442","Free living","Urogenital tract","Vaginal","zzz","Rod-shaped","zzz",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","Female","Nonmotile","zzz","Anaerobe","Anaerobe","zzz","Comparative analysis, Medical, Human Microbiome Project (HMP)","zzz","Nonsporulating","Mesophile","zzz",14960,72,"zzz",1179956,0.42,2366975,2796067,2260,2202,97.43,58,4,1,1,"zzz",2,"zzz",50,4,113,5,"zzz","zzz",2,0.09,"zzz","zzz","zzz","zzz","zzz","zzz",1562,69.12,560,24.78,80,3.54,533,23.58,469,20.75,2141,94.73,159,7.04,1961,71,"zzz","zzz",2202,97.43,1,0.04,2201,97.39,1341,59.34,643,28.45,1488,65.84,668,29.56,954,466,1137,600,1721,76.15,491,21.73,212,9.38,500,22.12,1702,75.31,855,37.83,1347,59.6,334,14.78,1868,82.65,85,3.76,33,1.46,33,1.46,2136,94.51,347,,"False","False","False","False","False","False","False","False"
647000264,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Lactobacillus crispatus 214-1",647000264,679188,46981,40665,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","crispatus","214-1","J. Craig Venter Institute","zzz","2010-06-24","Yes","IMG/W 3.2","zzz","zzz","Gi04198","Free living","Urogenital tract","Vaginal","Chains","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Nonmotile","zzz","Microaerophilic","Aerobe","zzz","Human Microbiome Project (HMP), Medical, Comparative analysis","zzz","zzz","Mesophile","zzz",14713,187,"zzz",762781,0.37,1838525,2068805,2220,2163,97.43,57,2,1,1,"zzz","zzz","zzz",53,2,140,6.31,"zzz","zzz",1,0.05,"zzz","zzz","zzz","zzz","zzz","zzz",1550,69.82,601,27.07,12,0.54,428,19.28,588,26.49,2123,95.63,382,17.21,1716,162,"zzz","zzz",2163,97.43,18,0.81,2145,96.62,1497,67.43,659,29.68,1635,73.65,692,31.17,970,417,1120,601,1771,79.77,497,22.39,314,14.14,574,25.86,1589,71.58,1002,45.14,1161,52.3,302,13.6,1861,83.83,175,7.88,43,1.94,41,1.85,2159,97.25,249,,"False","False","False","False","False","False","False","False"
645951850,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Fusobacterium sp. D12",645951850,556263,55613,32485,"Fusobacteria","Fusobacteria","Fusobacteriales","Fusobacteriaceae","Fusobacterium","sp.","D12","Broad Institute","zzz","2010-02-26","Yes","IMG/W 3.1","zzz","zzz","Gi03716","Free living","Gastrointestinal tract","zzz","zzz","Filament-shaped","zzz","Chemoorganotroph","Organic","zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","zzz","Nonmotile","zzz","Anaerobe","Anaerobe","zzz","Human Microbiome Project (HMP), Medical","zzz","Nonsporulating","Mesophile","zzz",14237,224,1,732829,0.35,1864414,2081571,2279,2231,97.89,48,3,1,1,"zzz",1,"zzz",45,"zzz",164,7.2,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1514,66.43,710,31.15,7,0.31,286,12.55,483,21.19,2141,93.94,223,9.78,1823,93,"zzz","zzz",2231,97.89,1,0.04,2230,97.85,1536,67.4,631,27.69,1621,71.13,747,32.78,1112,441,1197,714,1965,86.22,546,23.96,380,16.67,668,29.31,1563,68.58,1076,47.21,1155,50.68,391,17.16,1840,80.74,394,17.29,138,6.06,137,6.01,2207,96.84,248,,"False","False","False","False","False","False","False","False"
648028049,"Bacteria","Finished","Pantoea vagans C9-1","Pantoea vagans C9-1",648028049,712898,49871,43531,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea","vagans","C9-1","Agroscope Changins-Wddenswil ACW","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gc01402","Free living","zzz","zzz","zzz","Rod-shaped","Stewart's bacterial wilt, Leaf blight",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Malus x domestica","zzz","Nonmotile","zzz","Facultative","Facultative","Pathogen","Agricultural","zzz","Nonsporulating","Mesophile","zzz",16506,4,"zzz",2694819,0.55,4226909,4888335,4689,4590,97.89,99,22,8,7,"zzz",7,"zzz",77,"zzz",480,10.24,2152,45.89,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",3687,78.63,635,13.54,268,5.72,1601,34.14,1057,22.54,4399,93.82,805,17.17,3787,312,"zzz","zzz",4590,97.89,11,0.23,4579,97.65,3608,76.95,1466,31.26,3845,82,1635,34.87,2035,746,2170,1378,4150,88.51,1233,26.3,816,17.4,1435,30.6,3155,67.29,2628,56.05,1962,41.84,860,18.34,3730,79.55,313,6.68,68,1.45,93,1.98,4575,97.57,506,"pva","True","False","False","True","True","False","True","False"
639279301,"Bacteria","Finished","Agrobacterium tumefaciens C58-Cereon","Agrobacterium tumefaciens C58-Cereon",639279301,176299,57865,283,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium","tumefaciens","str. C58 (Cereon)","Cereon Genomics, Monsanto, Univ of Richmond","Cereon Genomics, NSF, NIH","2006-10-13","Yes","IMG/W 2.0","zzz","zzz","Gc00072","Free living","zzz","zzz","zzz","Rod-shaped","Plant tumors",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","zzz","zzz","Motile","Nitrogen fixation","Aerobe","Aerobe","Pathogen","Plant Pathogen, Agricultural","zzz","zzz","Mesophile","zzz",10614,4,"zzz",3349785,0.59,5079083,5673465,5380,5288,98.29,92,12,4,4,"zzz",4,"zzz",53,27,566,10.52,3002,55.8,"zzz","zzz","zzz","zzz",1,"zzz","zzz","zzz",755,14.03,4489,83.44,44,0.82,1008,18.74,1282,23.83,5153,95.78,975,18.12,4260,333,604,11.23,4684,87.06,3069,57.04,2219,41.25,4310,80.11,1759,32.7,4426,82.27,1425,26.49,1990,755,1960,1134,4783,88.9,1261,23.44,1057,19.65,1697,31.54,3591,66.75,2828,52.57,2460,45.72,919,17.08,4369,81.21,1436,26.69,407,7.57,462,8.59,5299,98.49,408,"atu","False","True","False","False","True","True","True","True"
650377941,"Bacteria","Finished","Human Microbiome Project (HMP) Reference Genomes","Faecalibacterium prausnitzii L2-6",650377941,718252,"zzz",45961,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii","L2-6","Sanger Institute","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","Gc01484","Free living","Gastrointestinal tract","Colon","zzz","zzz","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","zzz","zzz",,,"zzz","Human Microbiome Project (HMP), Medical","zzz","zzz","Mesophile","zzz",14567,1,"zzz",1845729,0.57,2379515,3321367,2820,2756,97.73,64,2,2,"zzz","zzz","zzz","zzz",59,3,173,6.13,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1876,66.52,736,26.1,144,5.11,747,26.49,645,22.87,2608,92.48,145,5.14,2135,54,"zzz","zzz",2756,97.73,6,0.21,2750,97.52,1866,66.17,730,25.89,1883,66.77,810,28.72,1152,456,1224,697,2050,72.7,500,17.73,343,12.16,573,20.32,2183,77.41,987,35,1769,62.73,350,12.41,2406,85.32,287,10.18,94,3.33,94,3.33,2597,92.09,525,,"False","False","False","False","False","False","False","False"
648231704,"Bacteria","Finished","Edwardsiella tarda FL6-60","Edwardsiella tarda FL6-60",648231704,718251,"zzz",45969,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Edwardsiella","tarda","FL6-60","Lep-Genome","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gc01370","Free living","Gastrointestinal tract","zzz","zzz","Rod-shaped","Septicemia, Wound infection",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","zzz","Motile","zzz","Facultative","Facultative","Pathogen","Fish Pathogen, Human Pathogen, Medical","zzz","Nonsporulating","Mesophile","zzz",16702,2,"zzz",2226378,0.6,3166876,3728801,3376,3256,96.45,120,25,9,"zzz","zzz","zzz","zzz",95,"zzz",284,8.41,1462,43.31,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",2692,79.74,553,16.38,11,0.33,1178,34.89,812,24.05,3181,94.22,404,11.97,2906,171,"zzz","zzz",3256,96.45,7,0.21,3249,96.24,2718,80.51,1128,33.41,2865,84.86,1405,41.62,1807,667,1938,1279,2990,88.57,1075,31.84,613,18.16,1183,35.04,2073,61.4,2221,65.79,1035,30.66,752,22.27,2504,74.17,301,8.92,57,1.69,79,2.34,3259,96.53,414,,"False","False","False","False","False","False","False","False"
640427146,"Bacteria","Finished","Streptococcus suis 05ZYH33","Streptococcus suis 05ZYH33",640427146,391295,58663,17153,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","suis","05ZYH33","Beijing Institute of Genomics","zzz","2007-06-28","Yes","IMG/W 2.3","zzz","zzz","Gc00546","Free living","zzz","zzz","Chains, Pairs, Singles","Coccus-shaped","Arthritis, Endocarditis, Meningitis, Septicemia",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Nonmotile","zzz","Facultative","Facultative","Pathogen","Animal Pathogen, Human Pathogen, Medical, Swine Pathogen","zzz","Nonsporulating","Mesophile","zzz",10139,1,"zzz",861786,0.41,1847912,2096309,2274,2186,96.13,88,12,4,4,"zzz",4,"zzz",56,20,142,6.24,954,41.95,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1616,71.06,561,24.67,9,0.4,355,15.61,551,24.23,2132,93.76,150,6.6,1871,60,226,9.94,1960,86.19,1517,66.71,669,29.42,1636,71.94,713,31.35,1716,75.46,738,32.45,1116,471,1231,662,1836,80.74,589,25.9,292,12.84,651,28.63,1535,67.5,1095,48.15,1091,47.98,393,17.28,1793,78.85,553,24.32,199,8.75,188,8.27,2238,98.42,208,"ssu","True","False","False","True","True","False","True","False"
650377965,"Bacteria","Finished","Human Microbiome Project (HMP) Reference Genomes","Roseburia intestinalis XB6B4",650377965,718255,"zzz",45953,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","intestinalis","XB6B4","Sanger Institute","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","Gc01480","Free living","Gastrointestinal tract","zzz","zzz","Rod-shaped","zzz",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Motile","zzz","Anaerobe","Anaerobe","zzz","Human Microbiome Project (HMP), Medical","zzz","Nonsporulating","Mesophile","zzz",14605,1,"zzz",1777247,0.43,3247538,4286292,3699,3630,98.13,69,2,"zzz",1,"zzz",1,"zzz",64,3,232,6.27,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",2393,64.69,1053,28.47,184,4.97,792,21.41,853,23.06,3379,91.35,62,1.68,2798,26,"zzz","zzz",3630,98.13,"zzz","zzz",3630,98.13,2394,64.72,926,25.03,2396,64.77,933,25.22,1332,519,1394,791,2622,70.88,663,17.92,433,11.71,790,21.36,2840,76.78,1343,36.31,2287,61.83,466,12.6,3164,85.54,326,8.81,100,2.7,112,3.03,3561,96.27,539,,"False","False","False","False","False","False","False","False"
650377928,"Bacteria","Finished","Human Microbiome Project (HMP) Reference Genomes","Enterobacter cloacae cloacae NCTC 9394",650377928,718254,"zzz",45967,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter","cloacae","subsp. cloacae NCTC 9394","Sanger Institute","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","Gc01486","Free living","Gastrointestinal tract","Intestinal tract","zzz","zzz","zzz",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","zzz","Motile","zzz","Anaerobe","Anaerobe","zzz","Human Microbiome Project (HMP), Medical","zzz","zzz","Mesophile","zzz",456,1,"zzz",2586627,0.56,3331227,4908759,3797,3725,98.1,72,5,3,1,"zzz",1,"zzz",63,4,333,8.77,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",3172,83.54,452,11.9,101,2.66,1252,32.97,905,23.83,3640,95.87,54,1.42,3228,19,"zzz","zzz",3725,98.1,51,1.34,3674,96.76,3123,82.25,1145,30.16,3244,85.44,1447,38.11,1850,656,1980,1255,3363,88.57,1089,28.68,700,18.44,1271,33.47,2454,64.63,2406,63.37,1319,34.74,744,19.59,2981,78.51,750,19.75,252,6.64,217,5.72,3562,93.81,714,,"False","False","False","False","False","False","False","False"
637000054,"Bacteria","Finished","Campylobacter jejuni RM1221","Campylobacter jejuni RM1221",637000054,195099,57899,303,"Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","jejuni","RM1221","J. Craig Venter Institute","USDA","2006-10-02","Yes","IMG/W 2.0","zzz","zzz","Gc00245","Free living","Skin","zzz","Chains, Singles","Spiral-shaped","Diarrhea, Food poisoning",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Chicken, Homo sapiens","zzz","Motile","zzz","Microaerophilic","Aerobe","Pathogen","Human Pathogen, Animal Pathogen, Poultry Pathogen, Medical","zzz","Nonsporulating","Mesophile","zzz",10440,1,1,538792,0.3,1633546,1777831,1938,1880,97.01,58,9,3,3,"zzz",3,"zzz",44,5,126,6.5,757,39.06,42,2.17,"zzz","zzz","zzz","zzz","zzz","zzz",1235,63.73,625,32.25,20,1.03,316,16.31,377,19.45,1815,93.65,97,5.01,1719,41,333,17.18,1547,79.82,1838,94.84,42,2.17,1301,67.13,602,31.06,1373,70.85,719,37.1,1105,460,1195,719,1499,77.35,570,29.41,271,13.98,673,34.73,1207,62.28,1074,55.42,806,41.59,416,21.47,1464,75.54,397,20.49,144,7.43,133,6.86,1887,97.37,67,"cjr","False","False","False","False","False","False","False","False"
648231713,"Bacteria","Finished","Lactococcus lactis cremoris NZ9000","Lactococcus lactis cremoris NZ9000",648231713,746361,"zzz",46623,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","lactis","subsp. cremoris NZ9000","Department of Biochemistry - University of Groningen (The Netherlands)","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gc01316","Free living","zzz","zzz","zzz","Coccus-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","zzz","zzz","Nonmotile","zzz","Facultative","Facultative","zzz","Biotechnological, Food industry, Cheese production","zzz","Nonsporulating","Mesophile","zzz",16884,1,"zzz",904334,0.36,2131365,2530294,2594,2510,96.76,84,19,7,6,"zzz",6,"zzz",65,"zzz",161,6.21,944,36.39,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1621,62.49,848,32.69,41,1.58,571,22.01,602,23.21,2433,93.79,456,17.58,2035,156,"zzz","zzz",2510,96.76,2016,77.72,494,19.04,1838,70.86,801,30.88,1973,76.06,811,31.26,1186,509,1291,728,2076,80.03,665,25.64,302,11.64,725,27.95,1785,68.81,1349,52,1161,44.76,457,17.62,2053,79.14,542,20.89,203,7.83,177,6.82,2548,98.23,247,,"False","False","False","False","False","False","False","False"
646862319,"Bacteria","Finished","Chlamydophila pneumoniae LPCoLN","Chlamydophila pneumoniae LPCoLN",646862319,406984,"zzz",17947,"Chlamydiae","Chlamydiae","Chlamydiales","Chlamydiaceae","Chlamydophila","pneumoniae","LPCoLN","J. Craig Venter Institute","zzz","2010-06-24","Yes","IMG/W 3.2","zzz","zzz","Gc01169","Symbiotic","zzz","zzz","zzz","Rod-shaped","Respiratory infection",,,"zzz","zzz","zzz","zzz","Symbiotic","zzz","Gram-","Homo sapiens","zzz","Nonmotile","zzz",,,"Pathogen","Human Pathogen, Medical, Animal Pathogen","zzz","zzz","Mesophile","zzz",11225,2,"zzz",505719,0.41,1120670,1248550,1146,1105,96.42,41,3,1,1,"zzz",1,"zzz",38,"zzz",78,6.81,219,19.11,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",701,61.17,346,30.19,58,5.06,184,16.06,301,26.27,1042,90.92,67,5.85,953,26,"zzz","zzz",1105,96.42,257,22.43,848,74,665,58.03,349,30.45,758,66.14,443,38.66,580,304,738,427,827,72.16,300,26.18,142,12.39,381,33.25,724,63.18,561,48.95,544,47.47,207,18.06,898,78.36,290,25.31,112,9.77,120,10.47,1137,99.21,83,,"False","False","False","False","False","False","False","False"
640753053,"Bacteria","Finished","Staphylococcus aureus aureus Mu3","Staphylococcus aureus aureus Mu3",640753053,418127,58817,18509,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","aureus","subsp. aureus Mu3","Juntendo Univ","zzz","2007-10-09","Yes","IMG/W 2.4","zzz","zzz","Gc00639","Free living","Airways","zzz","Clusters, Singles, Pairs","Coccus-shaped","Mastitis, Nosocomial infection",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","Male","Nonmotile","zzz","Facultative","Facultative","Meticillin resistant, Pathogen","Poultry Pathogen, Comparative analysis, Cattle Pathogen, Human Pathogen, Medical, Animal Pathogen","zzz","Nonsporulating","Mesophile","zzz",10046,1,"zzz",946932,0.33,2438513,2880168,2776,2698,97.19,78,16,6,5,"zzz",5,"zzz",61,1,225,8.11,1362,49.06,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1015,36.56,1681,60.55,2,0.07,537,19.34,707,25.47,2673,96.29,464,16.71,2340,188,480,17.29,2218,79.9,2651,95.5,47,1.69,2032,73.2,924,33.29,2237,80.58,1025,36.92,1409,589,1538,897,2343,84.4,756,27.23,394,14.19,890,32.06,1808,65.13,1481,53.35,1217,43.84,512,18.44,2186,78.75,699,25.18,270,9.73,213,7.67,2658,95.75,404,"saw","True","False","False","True","True","False","False","False"
649989977,"Bacteria","Draft","Oscillochloris trichoides DG6","Oscillochloris trichoides DG6",649989977,765420,59465,48647,"Chloroflexi","Chloroflexi","Chloroflexales","Oscillochloridaceae","Oscillochloris","trichoides","DG-6","Center Bioengineering RAS","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","Gi06824","Free living","zzz","zzz","zzz","Rod-shaped","None","Phototroph","Inorganic","zzz","zzz","zzz","zzz","Free living","zzz","zzz","zzz","zzz","zzz","zzz","Anaerobe","Anaerobe","zzz","Biotechnological","zzz","zzz","Mesophile","zzz",17219,147,"zzz",2556357,0.59,3725152,4313760,3280,3231,98.51,49,3,1,1,"zzz",1,"zzz",46,"zzz",271,8.26,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",45,1,2275,69.36,843,25.7,113,3.45,1012,30.85,840,25.61,3149,96.01,121,3.69,2645,38,"zzz","zzz",3231,98.51,"zzz","zzz",3231,98.51,2600,79.27,1319,40.21,2531,77.16,972,29.63,1396,689,1435,822,3094,94.33,775,23.63,333,10.15,847,25.82,2384,72.68,1368,41.71,1863,56.8,557,16.98,2674,81.52,443,13.51,149,4.54,157,4.79,3139,95.7,376,,"False","False","False","False","False","False","False","False"
643348583,"Bacteria","Finished","Thermosipho africanus TCF52B","Thermosipho africanus TCF52B",643348583,484019,59095,27767,"Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermosipho","africanus","TCF52B","Dalhousie Univ, Genome Canada","zzz","2009-02-11","Yes","IMG/W 2.8","zzz","zzz","Gc00896","Free living","zzz","zzz","Singles, Pairs","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","zzz","zzz","zzz","zzz","Anaerobe","Anaerobe","zzz","Biotechnological, Evolutionary","zzz","zzz","Thermophile","zzz",12019,1,14,621348,0.31,1796629,2016657,1968,1911,97.1,57,9,3,3,"zzz",3,"zzz",48,"zzz",138,7.01,863,43.85,"zzz","zzz","zzz","zzz","zzz","zzz",8,"zzz",1439,73.12,436,22.15,36,1.83,283,14.38,526,26.73,1846,93.8,195,9.91,1698,76,184,9.35,1727,87.75,1791,91.01,120,6.1,1476,75,678,34.45,1528,77.64,719,36.53,1100,463,1170,670,1640,83.33,548,27.85,256,13.01,643,32.67,1268,64.43,1092,55.49,819,41.62,397,20.17,1514,76.93,379,19.26,110,5.59,153,7.77,1931,98.12,123,"taf","True","False","False","True","True","False","False","False"
642979351,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Bacteroides plebeius M12, DSM 17135",642979351,484018,54991,27829,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","plebeius","DSM 17135","Washington Univ","zzz","2009-02-11","Yes","IMG/W 2.8","zzz","zzz","Gi02574","Free living","Gastrointestinal tract","zzz","zzz","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","zzz","Nonmotile","zzz","Anaerobe","Anaerobe","Non-Pathogen","Human Gut Microbiome Initiative (HGMI), Human Microbiome Project (HMP), Medical","zzz","Nonsporulating","Mesophile","zzz",13153,25,1,1959212,0.44,4083735,4421324,4022,3933,97.79,89,12,6,5,"zzz",1,"zzz",77,"zzz",239,5.94,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",2309,57.41,1455,36.18,169,4.2,1060,26.36,876,21.78,3751,93.26,759,18.87,3019,309,"zzz","zzz",3933,97.79,70,1.74,3863,96.05,2205,54.82,1002,24.91,2503,62.23,964,23.97,1221,583,1388,766,2917,72.53,749,18.62,410,10.19,752,18.7,3181,79.09,1287,32,2646,65.79,530,13.18,3403,84.61,601,14.94,259,6.44,210,5.22,3998,99.4,226,,"False","False","False","False","False","False","False","False"
649633099,"Bacteria","Finished","Taylorella equigenitalis MCE9","Taylorella equigenitalis MCE9",649633099,937774,62103,61285,"Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Taylorella","equigenitalis","MCE9","ANSES","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","Gc01586","Free living","Urogenital tract","Vaginal, Urethra","zzz","Coccus-shaped","zzz",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Equus caballus","zzz","zzz","zzz","Microaerophilic","Aerobe","zzz","Medical","zzz","zzz","Mesophile","zzz",18531,1,"zzz",634568,0.37,1581226,1695860,1603,1556,97.07,47,9,3,3,"zzz",3,"zzz",38,"zzz",122,7.61,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1193,74.42,250,15.6,113,7.05,473,29.51,345,21.52,1516,94.57,24,1.5,1411,9,"zzz","zzz",1556,97.07,"zzz","zzz",1556,97.07,1310,81.72,615,38.37,1311,81.78,721,44.98,1067,470,1172,712,1441,89.89,520,32.44,283,17.65,617,38.49,939,58.58,1048,65.38,508,31.69,362,22.58,1194,74.49,457,28.51,173,10.79,148,9.23,1596,99.56,65,"teq","False","False","False","False","False","False","False","False"
640427151,"Bacteria","Finished","Vibrio cholerae O395","Vibrio cholerae O395",640427151,345073,58425,15667,"Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","cholerae","O395","J. Craig Venter Institute","zzz","2007-06-28","Yes","IMG/W 2.3","zzz","zzz","Gc00557","Free living","zzz","zzz","Singles","Curved-shaped","Cholera, Food poisoning",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","zzz","Motile","zzz","Facultative","Facultative","Pathogen","Human Pathogen, Medical","zzz","Nonsporulating","Mesophile","zzz",10128,2,"zzz",1964499,0.48,3672144,4132319,4031,3876,96.15,155,25,8,8,"zzz",9,"zzz",96,34,322,7.99,1716,42.57,1,0.02,"zzz","zzz","zzz","zzz","zzz","zzz",2401,59.56,1470,36.47,5,0.12,790,19.6,939,23.29,3834,95.11,584,14.49,3440,244,510,12.65,3366,83.5,3077,76.33,799,19.82,2967,73.6,1174,29.12,3192,79.19,1414,35.08,1940,683,2060,1243,3346,83.01,1025,25.43,587,14.56,1238,30.71,2638,65.44,2255,55.94,1621,40.21,691,17.14,3185,79.01,988,24.51,380,9.43,311,7.72,4000,99.23,342,"vco","True","False","False","True","True","True","True","True"
