MONOMER-15073	G-11509	B7J3C9	tetrathionate hydrolase monomer	Tth, TetH
MONOMER-15074	G-11510	Q9I6M4	5-aminovalerate aminotransferase	GabT
MONOMER-15075	G-11511	Q9I6M5	glutarate semialdehyde dehydrogenase	GabD
MONOMER-15076				
MONOMER-15077			L-lysine aminotransferase	
MONOMER-15078				
MONOMER-15079	G-11512	B4YSH4		Str
MONOMER-15080	G-11513	Q94LW9		Str, strictosidine synthase
MONOMER-15083	G-11518	Q9S595	RebG <i>N</i>-glycosyl transferase	Ngt, RbmA, RebG
MONOMER-15085	G-11519	Q8KHZ8	tryptophan 7-halogenase monomer	RbmJ, RebH
MONOMER-15086	G-11520	Q8KHS0	7-chloro-L-tryptophan oxidase monomer	RbmB, RebO
MONOMER-15087	G-11521	Q8KHV6	chromopyrrolic acid synthase monomer	RbmC, RebD
MONOMER-15088	G-11522	Q8KI25	flavin-dependent monooxygenase RebC	RbmD, RebC
MONOMER-15089	G-11523	Q8KIC8	P450 oxygenase RebP	RbmE, RebP
MONOMER-15090	G-11525	Q8KI52	demethylrebeccamycin--D-glucose O-methyltransferase	RbmF, RebM
MONOMER-15091	G-11526	Q8KI76	flavin reductase Reb F	RbmH, RebF
MONOMER-15092	G-11528	Q8H0D7		Tdc, tryptophan decarboxylase
MONOMER-15093	G-11529	P93082		tryptophan decarboxylase
MONOMER-15094	G-11530	P93083		tryptophan decarboxylase
MONOMER-15096				pyruvate decarboxylase, leaf pyruvate decarboxylase
MONOMER-15098	G-11534	P00333		
MONOMER-15099	G-11535	P14673		
MONOMER-15100	G-11536	P22734	catechol <i>O</i>-methyltransferase	
MONOMER-15101	G-11537	P04694	tyrosine aminotransferase subunit	
MONOMER-15104	G-11539	P51850		pyruvate decarboxylase, pyruvate decarboxylase isozyme 1
MONOMER-15105	G-11540	P12886		Adh, alcohol dehydrogenase 1, alcohol dehydrogenase
MONOMER-15106	G-11541	C4TP01	protocatechuate 2,3-dioxygenase monomer	PraA
MONOMER-15107	G-11542	C4TP08	5-carboxy-2-hydroxymuconate-6-semialdehyde decarboxylase	PraH
MONOMER-15108	G-11543	C4TP02	2-hydroxymuconate-6-semialdehyde dehydrogenase	PraB
MONOMER-15109	G-11544	C4TP07	4-oxalocrotonate tautomerase	PraC
MONOMER-15110	G-11545	C4TP06	4-oxalocrotonate decarboxylase	PraD
MONOMER-15111				
MONOMER-15113	G-11548	Q60FX1	vanillate/3-<i>O</i>-methylgallate <i>O</i>-demethylase	LigM
MONOMER-15114	G-11549	Q7WST1	syringate <i>O</i>-demethylase	DesA
MONOMER-15115	G-11550	Q7WYU8	3-<i>O</i>-methylgallate 3,4-dioxygenase	DesZ
MONOMER-15116	G-11551	P22635	protocatechuate 4,5-dioxygenase alpha chain	LigA
MONOMER-15117	G-11552	P22636	protocatechuate 4,5-dioxygenase beta chain	LigB
MONOMER-15118	G-11554	Q5C9L3		
MONOMER-15119	G-11555	Q5NTE5	gallate dioxygenase monomer	DesB
MONOMER-15120	G-11556	A2PZP3	vanillin dehydrogenase	LigV
MONOMER-15121	G-11557	Q8RJ47	5-carboxyvanillate decarboxylase	LigW
MONOMER-15122	G-11558	Q9ZN84	5,5'-dehydrodivanillate <i>O</i>-demethylase	LigX
MONOMER-15123	G-11559	O82834	2,2',3-trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl dioxygenase	LigZ, OH-DDVA oxygenase
MONOMER-15124	G-11560	Q9Z9I9	OH-DDVA <i>meta</i>-cleavage compound hydrolase	LigY
MONOMER-15125	G-11561	Q84IP8		
MONOMER-15126	G-11562	Q01198	GGE dehydrogenase	LigD
MONOMER-15127	G-11563	C0SUK1	GGE dehydrogenase	LigN
MONOMER-15128	G-11564	C0SUJ9	GGE dehydrogenase	LigL
MONOMER-15129	G-11565	P30347	LigF &beta;-etherase monomer	LigF
MONOMER-15130	G-11566	P27457	&beta;-etherase	LigE
MONOMER-15131	G-11567	Q9WXJ9	glutathione lyase	LigG
MONOMER-15132	G-11568	Q8RR27	feruloyl-CoA synthetase	FerA
MONOMER-15133	G-11569	Q8RR28	feruloyl-CoA hydratase/lyase	FerB
MONOMER-15134	G-11570	Q8RR26	feruloyl-CoA hydratase/lyase	
MONOMER-15135	G-11573	C1FW07	AKP thiolase &beta; subunit	OrtB
MONOMER-15136	G-11575	Q9ZER2	pimeloyl-CoA synthetase monomer	PauA
MONOMER-15137	G-11576	P08319	alcohol dehydrogenase 4 subunit	alcohol dehydrogenase class II pi chain
MONOMER-15138	G-11577		L-amino acid oxidase	NokA
MONOMER-15139	G-11578			NokB
MONOMER-15140	G-11579		cytochrome P-450 NokC	NokC
MONOMER-15141	G-11580		NokD monooxygenase	NokD
MONOMER-15142	G-11581		NokL glycosyltransferase	NokL
MONOMER-15143	G-11582		NokJ cytochrome P450	NokJ
MONOMER-15144	G-11583			NokK
MONOMER-15145	G-11584	Q83WF7		
MONOMER-15146	G-11585	Q83WG2		
MONOMER-15147	G-11586	Q83WG6	cytochrome P450 StaN	StaN
MONOMER-15148	G-11587	Q83WG5		StaG
MONOMER-15149	G-11588	Q83WG3	cytochrome P450 StaP	StaP, CYP245A1
MONOMER-15150	G-11589	A3KBE8	StaC monomer	StaC
MONOMER-15151	G-11590	Q8GRF3		StaD
MONOMER-15152	G-11591	Q83WG4	L-amino acid oxidase	StaO
MONOMER-15153	G-11592	Q9SE00		
MONOMER-15154	G-11593	Q9SDZ9		
MONOMER-15155	G-11594	Q09131		purple acid phosphatase
MONOMER-15156	G-11595	O27726		
MONOMER-15157	G-11596	O27105		Psd
MONOMER-15158	G-11597	P06197		
MONOMER-15159				
MONOMER-15160	G-11598	P83380		
MONOMER-15162		P83379		
MONOMER-15163	G-11600	P22985	xanthine oxidoreductase subunit	
MONOMER-15165	G-11602	Q84KS8		
MONOMER-15166	G-11603	Q84KZ1		
MONOMER-15167	G-11604	Q84KZ3		
MONOMER-15168	G-11605	Q9BXI3	cytosolic 5'-nucleotidase 1A subunit	
MONOMER-15169	G-11606	P49902	cytosolic 5'-nucleotidase II  subunit	
MONOMER-15179	G-11612	Q01433	AMP deaminase 2 subunit	
MONOMER-15180	G-11613	P00813		
MONOMER-15181	G-11614		flavonol 3-O-glucosyltransferase	
MONOMER-15182	G-11616	Q9Y2T3	guanine deaminase subunit	
MONOMER-15183	G-11617	P42837	phosphatidylinositol 3,5-bisphosphate 5-phosphatase	
MONOMER-15184	G-11618	P53950	vacuolar segregation protein 7	
MONOMER-15185	G-11619	Q06708	vacuole morphology and inheritance protein 14	
MONOMER-15186	G-11620	O30916	inositol phosphate phosphatase sopB	SigD, SopB
MONOMER-15187	G-11621	Q9UPY5	cystine/glutamate transporter	xCT, solute carrier family 7 member 11, calcium channel blocker resistance protein CCBR1
MONOMER-15188	G-11622	P08195	4F2 cell-surface antigen heavy chain	4F2hc, lymphocyte activation antigen 4F2 large subunit, 4F2 heavy chain antigen, CD_antigen=CD98
MONOMER-15189	G-11623	P32368	phosphoinositide phosphatase	phosphatidylinositol phosphate phosphatase
MONOMER-15190	G-11624	Q8WUK0	phosphoinositide lipid phosphatase PLIP	
MONOMER-15191	G-11625	P63407	accD6	acetyl/propionyl-CoA carboxylase beta subunit
MONOMER-15192	G-11626	P14262	1-phosphatidylinositol phosphodiesterase	PlcA, phosphatidylinositol-specific phospholipase C, phosphatidylinositol diacylglycerol-lyase
MONOMER-15193				
MONOMER-15194	G-11627	O89049	NADPH thioredoxin reductase subunit	
MONOMER-15195	G-11628	P35754	thioltransferase	glutaredoxin, glutaredoxin-1, thioltransferase-1, TTase-1
MONOMER-15196			<i>myo</i>-inositol 3-kinase	
MONOMER-15197			inositol-1,3,4,6-tetrakis phosphate 5-kinase	
MONOMER-15198	G-11629	Q54N49		
MONOMER-15199	G-11630	P05307	protein disulfide isomerase subunit	
MONOMER-15200	G-11631	C8YX87	AcuK	
MONOMER-15201	G-11632	C8YX88	AcuN	
MONOMER-15202	G-11633	C8YX89		DddA
MONOMER-15203	G-11634	C8YX90	malonate-semialdehyde dehydrogenase (acetylating)	DddC
MONOMER-15204	G-11635	O53434	<i>Z</i>-farnesyl diphosphate synthase	
MONOMER-15208	G-11637			DesA
MONOMER-15209	G-11638			DesB
MONOMER-1521	G-1021		quinate-shikimate dehydrogenase	QuiA, quinate dehydrogenase
MONOMER-15210	G-11640	Q0HWI9	putrebactin synthetase monomer	PubC
MONOMER-15211	G-11641	Q0HWI8		PubB
MONOMER-15212	G-11642	Q0HWI7		PubA
MONOMER-15213	G-11643	Q44740		AlcA
MONOMER-15214	G-11644	P94254		AlcB
MONOMER-15215	G-11645	O52833		AlcE
MONOMER-15216	G-11646	P94255	alcaligin synthetase	AlcC
MONOMER-15217	G-11647	B6EP92		BibA
MONOMER-15218	G-11648	B6EP93		BibB
MONOMER-15219	G-11649	B6EP94	BibC	hydroxycadaverine succinyl-transferase/bisucaberin synthetase monomer
MONOMER-15220	G-11650	P78329	cytochrome P450 4F2	CYP4F2, CYPIVF2, leukotriene-B(4) omega-hydroxylase 1, leukotriene-B(4) 20-monooxygenase 1, cytochrome P450-LTB-omega
MONOMER-15221	G-11651	P60479	<i>Z</i>-decaprenyl diphosphate synthase	UppS, mono-<i>trans</i>, poly-<i>cis</i>-decaprenyl-<i>cis</i>-transferase, long (C50) chain <i>Z</i>-isoprenyl diphosphate synthase
MONOMER-15222	G-11652	P0A5L2		MurZ, MurA
MONOMER-15223	G-11653	B5AFK3		MurB
MONOMER-15224	G-11654	P65472		MurC
MONOMER-15225	G-11655	O06222		MurD
MONOMER-15226	G-11656	P65477		MurE
MONOMER-15227	G-11657	P0A5L4		MurF
MONOMER-15228	G-11658	P95114		DdlA, Ddl
MONOMER-15229	G-11659			MurI
MONOMER-15230	G-11660	P64259		MurX, MraY
MONOMER-15231	G-11661	O06224		MurG
MONOMER-15232	G-11662	O06239		Upk, BacA, UppP
MONOMER-15233	G-11663	O53638		Ldt
MONOMER-15235			diacetyl reductase monomer	
MONOMER-15236	G-11665	P00492	hypoxanthine-guanine phosphoribosyltransferase subunit	
MONOMER-15237	G-11666	P27696	catabolic acetolactate synthase	BudB
MONOMER-15238			-(R,R)-2,3-butanediol dehydrogenase subunit	
MONOMER-15242	G-11669	O05542	alcohol dehydrogenase acceptor subunit	AdhA
MONOMER-15243	G-11670	Q47945	alcohol dehydrogenase cytochrome c subunit	AdhB
MONOMER-15244	G-11671	O05544	alcohol dehydrogenase 15 kDa subunit	AdhS
MONOMER-15245			cyclohexane-1,2-dione hydrolase	
MONOMER-15246	G-11672	Q97F53	spore photoproduct lyase monomer	SplB
MONOMER-15247			2-acetolactate mutase	
MONOMER-15249	G-11674	Q4VNK0		
MONOMER-15250	G-11675	A4ZGQ8	homocysteine methyltransferase	
MONOMER-15251	G-11676	P72351		PBP1, penicillin-binding protein 1
MONOMER-15252	G-11677	Q10606		Rfe
MONOMER-15253	G-11678	Q7D5T2		WbbL
MONOMER-15254	G-11679	Q6MWV3		
MONOMER-15255	G-11680	O06934		Glf
MONOMER-15256	G-11681	O53585	arabinogalactan UDP-galactofuranosyltransferase 2	
MONOMER-15257	G-11682	P56707		
MONOMER-15258			monoamine oxidase A	
MONOMER-15259				
MONOMER-15260	G-11683	O53583	DPPR synthase	
MONOMER-15261	G-11684	P72056		
MONOMER-15262	G-11685	P66783		
MONOMER-15263	G-11686	P33261	cytochrome P450 2C19	
MONOMER-15264	G-11687	P05177	cytochrome P450 1A2	CYPIA2, P450-P3, P(3)450, P450 4
MONOMER-15265	G-11688	Q16678	cytochrome P450 1B1	CYPIB1
MONOMER-15266	G-11689			
MONOMER-15267	G-11690			
MONOMER-15268	G-11691			
MONOMER-15269	G-11692	P0A560	arabinogalactan arabinosyl transferase embA	EmbA
MONOMER-15270	G-11693	P72030	arabinogalactan arabinosyl transferase embB	EmbB
MONOMER-15271	G-11694	P72059	arabinogalactan arabinosyl transferase embC	EmbC
MONOMER-15272				
MONOMER-15275	G-11696	P05164	myeloperoxidase precursor	
MONOMER-15280	G-11697	P0A5H8		
MONOMER-15281	G-11698	Q7D4V6	arabinogalactan galactofuranosyl transferase 1	
MONOMER-15282	G-11699	P71970		AftC
MONOMER-15283	G-11700	P72058		AftA
MONOMER-15284	G-11701	O53582		AftB
MONOMER-15285				
MONOMER-15286				
MONOMER-15287				&mu;-sulfohydrolase
MONOMER-15288				D-galactose-2,6-sulfurylase I
MONOMER-15289				D-galactose-2,6-Sulfurylases II
MONOMER-15290	G-11702	Q57580	2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase monomer	
MONOMER-15292	G-11704	P07738	bisphosphoglycerate mutase monomer	
MONOMER-15293	G-11705	Q58037	tetrahydrosarcinapterin synthase monomer	MptN
MONOMER-15294	G-11706	A4D0H5	tryptophan 5-halogenase monomer	PyrH
MONOMER-15295	G-11707	Q56950	salicyl-AMP ligase	YbtE
MONOMER-15296	G-11708	Q0WFN8	thiazolinyl-S-HMWP1 reductase	YbtU
MONOMER-15299	G-11711	Q9X9I8	salicylate synthase monomer	
MONOMER-15300	G-11712	Q8KQL2	D-arabitol-phosphate dehydrogenase monomer	
MONOMER-15304	G-11716	Q9HWG5	hydroxyphenyl-4,2-bis-thiazoline reductase	PchG, pyochelin synthetase PchG
MONOMER-15305	G-11717	Q51507		PchB, salicylate biosynthesis protein pchB, pyochelin biosynthetic protein PchB
MONOMER-15306	G-11718	Q51508		PchA, salicylate biosynthesis isochorismate synthase, pyochelin biosynthetic protein PchA
MONOMER-15307	G-11719	Q51548		PvdA
MONOMER-15308	G-11720	Q9I184		PvdF, pyoverdine synthetase F
MONOMER-15309	G-11721	Q9I168	L-2,4-diaminobutyrate:2-ketoglutarate 4-aminotransferase monomer	PvdH
MONOMER-15314	G-11726	Q2MJC4		
MONOMER-15315			ginsenosidase	G1
MONOMER-15317			ginsenosidase	G2/3
MONOMER-15320			ginsenoside &beta;- glucosidase	
MONOMER-15322				
MONOMER-15323				
MONOMER-15324				L-gulono-&gamma;-lactone dehydrogenase
MONOMER-15325				
MONOMER-15326	G-11729	A9CPS8	aldonolactonase	lactonase
MONOMER-15327	G-11730	P46380	3-dehydroquinate dehydratase monomer	AroQ
MONOMER-15328	G-11731	Q5FTS6	periplasmic dehydroquinate dehydratase	
MONOMER-15329	G-11732	P07046		
MONOMER-15330	G-11733	Q9X5C9	quinate/shikimate dehydrogenase monomer	QsuD
MONOMER-15331	G-11734			
MONOMER-15332	G-11735			
MONOMER-15333	G-11736	P25415		QutB
MONOMER-15334	G-11737	A4QB63		QsuB
MONOMER-15335	G-11738	A4QB64		AroQ, QsuC
MONOMER-15336	G-11739	Q1Q4F5	nitrite reductase monomer	NirS
MONOMER-15337	G-11740	A0P9I2	hydrazine oxidoreductase A monomer	HzoA
MONOMER-15339	G-11742	A0P951	hydrazine oxidoreductase B monomer	HzoB
MONOMER-15340	G-11743	A9ZRZ6	hydroxylamine oxidoreductase monomer	Hao
MONOMER-15341	G-11744		hydrazine hydrolase component 1	
MONOMER-15342	G-11745		hydrazine hydrolase component 2	
MONOMER-15343	G-11746		hydrazine hydrolase component 3	
MONOMER-15344	G-11747		hydrazine hydrolase component 4	
MONOMER-15345	G-11748		hydrazine hydrolase component 5	
MONOMER-15346	G-11749		hydrazine hydrolase component 6	
MONOMER-15347	G-11750		hydrazine hydrolase component 7	
MONOMER-15348	G-11751		hydrazine hydrolase component 8	
MONOMER-15350	G-11753	P27507		PqqE
MONOMER-15351	G-11754	P27508	PqqF endopeptidase	PqqF
MONOMER-15352	G-11755	P27505	pyrroloquinoline-quinone synthase monomer	PqqC
MONOMER-15357	G-11760	Q01745		
MONOMER-15358	G-11761	Q8U4S7	D-proline dehydrogenase monomer	
MONOMER-15359	G-11762	B6D1N4		HpxO
MONOMER-15360	G-11763	Q8NTP4	mycothiol-dependent arsenate reductase	
MONOMER-15361	G-11764	Q6M576	mycothiol-dependent arsenate reductase	
MONOMER-15364	G-11767	Q8NP23	mycothione reductase monomer	Mtr, Gor
MONOMER-15365	G-11768	Q9S7X6		
MONOMER-15368	G-11771	Q4WYG3		7-DMATS
MONOMER-15369	G-11772	Q50EL0	4-dimethylallyltryptophan synthase monomer	
MONOMER-15370	G-11773	Q96YZ3	glycerate 2-kinase monomer	
MONOMER-15371	G-11774	Q9L9D7		CocE
MONOMER-15372	G-11776	Q9HXE4	anabolic L-arginine dehydrogenase	DauB
MONOMER-15373	G-11777	A3KEZ1	D-amino acid dehydrogenase	DadA
MONOMER-15374	G-11778	P46925	plasmepsin-2	aspartic hemoglobinase II, PFAPD, plasmepsin II
MONOMER-15375	G-11779	P39898	plasmepsin-1	aspartic hemoglobinase I, PfAPG, plasmepsin I
MONOMER-15376	G-11780	Q17SB2	plasmepsin 4	plasmepsin IV
MONOMER-15377	G-11781	Q9Y006	histo-aspartic protease	Hap, HAP protein
MONOMER-15378	G-11782	Q9N6S8	falcipain 2	
MONOMER-15379	G-11783	Q56CY9	falcipain-2'	
MONOMER-15380	G-11784	Q9NB39	falcipain-3	
MONOMER-15381	G-11785	Q9U7N7	falcilysin	
MONOMER-15382	G-11786	Q8IIJ9	dipeptidyl aminopeptidase 1	
MONOMER-15391	G-11789			
MONOMER-15392	G-11790			
MONOMER-15393	G-11791	Q8RSQ2	barbiturase monomer	Bar
MONOMER-15394				
MONOMER-15395			uracil/thymine oxidase	
MONOMER-15396	G-11792	Q41131		
MONOMER-15397				
MONOMER-15398	G-11793	Q846U6	(NADP)-dependent dihydropyrimidine dehydrogenase	PydA, DPD
MONOMER-15399	G-11794	Q846U5	dihydropyrimidinase	PydB
MONOMER-15400	G-11795	Q846U4		PydC
MONOMER-15401	G-11796	Q03248	&beta;-ureidopropionase monomer	
MONOMER-15404	G-11797	Q63150	dihydropyrimidinase monomer	
MONOMER-15405	G-11798	O89000	dihydropyrimidine dehydrogenase monomer	
MONOMER-15406	G-11799	Q55777		
MONOMER-15407	G-11800		carnosine synthase monomer	
MONOMER-15408	G-11810	C0SVZ5	diketide-CoA synthase	DCS, diketide-coenzyme A synthase
MONOMER-15409	G-11801	C0SVZ6	curcumin synthase	
MONOMER-15410	G-11802	C6L7V8	curcumin synthase	
MONOMER-15411	G-11803	C6L7V9	curcumin synthase	
MONOMER-15412	G-11804	Q84HH6	benzoyl-CoA-dihydrodiol lyase monomer	BoxC
MONOMER-15413	G-11805	D2CPE1		oleate 12-hydroxylase
MONOMER-15415	G-11807	Q84HH8	3,4-dehydroadipyl-CoA semialdehyde dehydrogenase monomer	BoxD
MONOMER-15416	G-11808	Q84HI6	benzoyl-coA thioesterase monomer	
MONOMER-15417			membrane-bound cyclic alcohol dehydrogenase	MCAD
MONOMER-15418				
MONOMER-15419				
MONOMER-15420	G-11809	Q3ZMG6	p-coumaroyl-diketide-CoA synthase	
MONOMER-15421				
MONOMER-15422	G-11811			
MONOMER-15423	G-12052	D4N1M3	(-)-limonene-7-hydroxylase	
MONOMER-15424	G-11812	Q9XHE8		
MONOMER-15426	G-11813	Q9SXW5	copper-containing amine oxidase	diamine oxidase
MONOMER-15430				
MONOMER-15432	G-11818	B8RCD2		
MONOMER-15433	G-11819	B8RCD3		SAM:t-anol/isoeugenol O-methyltransferase
MONOMER-15437	G-11823	Q06069	cytochrome P450(meg)	steroid 15&beta;-monooxygenase
MONOMER-15438	G-11824	P17549		BphA, cytochrome P450 53
MONOMER-15439	G-11825	Q9ZSZ7	methyl halide transferase	S-adenosyl-L-methionine: halide ion methyltransferase, SAM:halide ion methyltransferase
MONOMER-15440	G-11826		benzoyl-CoA:benzyl alcohol/phenylethanol benzoyltransferase	benzoyl-coenzyme A:benzyl alcohol/phenylethanol benzoyltransferase
MONOMER-15441	G-11827		3-ketoacyl-CoA thiolase	3-ketoacyl-coenzyme A thiolase
MONOMER-15442				
MONOMER-15443	G-11828	Q5SBP2		
MONOMER-15444				
MONOMER-15445	G-11829	Q05521	diacylglycerol pyrophosphate phosphatase 1	
MONOMER-15446	G-11830	Q04396		
MONOMER-15447	G-11831	P32567		
MONOMER-15448	G-11832	P96253	glucose-6-phosphate dehydrogenase (coenzyme-F420) monomer	
MONOMER-15449	G-11833	C1K5M2		neryl diphosphate synthase 1
MONOMER-15450	G-11834	C1K5M3	&beta;-phellandrene synthase 1	phellandrene synthase, phellandrene synthase 1
MONOMER-15451	G-11835	Q84QG6		
MONOMER-15452	G-11836	Q7A2M4		FmhB, FemX
MONOMER-15453	G-11837	P0A0A5	FemA	
MONOMER-15455	G-11839	P0A0A8	FemB monomer	FemB
MONOMER-15457	G-11841		benzaldehyde dehydrogenase	
MONOMER-15458	G-11842	Q93Q23	monofunctional peptidoglycan glycosyltransferase	Mgt
MONOMER-15459	G-11843	O31211		MurC
MONOMER-15460	G-11844	P84058	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1	MurA
MONOMER-15461	G-11845	P65457	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2	MurZ
MONOMER-15462	G-11846	P52974		Dga, MurI
MONOMER-15463	G-11847	Q5HEB7	D-alanine--D-alanine ligase	Ddl
MONOMER-15464	G-11848	Q06893	D-ala--D-lactate ligase monomer	VanB
MONOMER-15465	G-11849	Q47720	VanC2 D-alanine--D-serine ligase monomer	
MONOMER-15466	G-11850	P25051	D-ala--D-lactate ligase monomer	VanA
MONOMER-15467	G-11851	Q7B609		VanH, Vancomycin resistance protein VanH /
MONOMER-15468				
MONOMER-15470	G-11853	Q8L5J7		3-carene synthase
MONOMER-15475	G-11858	Q06241	D-alanyl-D-alanine dipeptidase monomer	VanX
MONOMER-15476	G-11859	Q9X3P3	serine/alanine racemase monomer	VanT
MONOMER-15477	G-11860	Q9JN36	VanXY D,D-dipeptidase/D,D-carboxypeptidase	
MONOMER-15478	G-11861	Q9XCR4	D-alanine--D-lactate ligase monomer	VanD
MONOMER-15479	G-11862	Q93A46	VanE D-alanine--D-serine ligase monomer	VanE
MONOMER-15480	G-11863	Q6WRY5	VanG D-Alanine--D-Serine ligase monomer	VanG
MONOMER-15481	G-11864	B3RFJ6		
MONOMER-15483	G-11866	P29753	VanC1 D-alanine--D-serine ligase monomer	
MONOMER-15484	G-11867	B6CBL8	VanC4 D-alanine--D-serine ligase monomer	
MONOMER-15485				
MONOMER-15486				
MONOMER-15487	G-11868	Q3XW69		AslA
MONOMER-15488	G-11869	C9C0D0	aspartate racemase monomer	Rac
MONOMER-15489	G-11870	Q830W0	<i>N</i>-acetylmuramoyl-<i>N</i>-glucosaminyl-diphosphoundecaprenyl-pentapeptide:alanine alanyltransferase	MurM, FibA
MONOMER-15490	G-11871	Q832R8	<i>N</i>-acetylmuramoyl-<i>N</i>-glucosaminyl-diphosphoundecaprenyl-hexapeptide:alanine alanyltransferase	FemAB family protein, UDP-N-acetylmuramoylhexapeptide-alanine alanyltransferase, MurN, FibB
MONOMER-15493	G-11874	Q9EY50		FemX
MONOMER-15494	G-11875	Q81EK9	peptidoglycan-<i>N</i>-acetylglucosamine deacetylase	
MONOMER-15495	G-11876	Q99PX1		DeaA, deacetylase DA1
MONOMER-15496	G-11877	P31867	NAD(P)H-dependent D-xylose reductase	
MONOMER-15497	G-11878	Q52551	polyvinyl alcohol dehydrogenase (cytochrome)	PvaA, PVA dehydrogenase
MONOMER-15498			cinnamate:CoA ligase	<i>trans</i>-cinnamate:CoA ligase, cinnamate:coenzyme A ligase
MONOMER-15499	G-11879	Q588Z2	oxidized polyvinylalcohol hydrolase monomer	Oph
MONOMER-15500	G-11880	Q96KS0		Egl nine homolog 2, hypoxia-inducible factor prolyl hydroxylase 1
MONOMER-15501	G-11881	Q9NWT6	hypoxia-inducible factor-asparagine dioxygenase monomer	
MONOMER-15502	G-11882	P37527	pyridoxal 5'-phosphate synthase complex PdxS synthase subunit	YaaD, PdxS, Pdx2
MONOMER-15503	G-11883	P37528	pyridoxal 5'-phosphate synthase PdxT glutamine amidotransferase subunit	YaaE, PdxT, Pdx1
MONOMER-15504	G-11884	Q46222	(KDO)-lipid IV<sub>A</sub> 3-deoxy-D-<i>manno</i>-octulosonic acid transferase	KdtA, GseA, WaaA
MONOMER-15506	G-11886	Q06380	3-deoxy-D-manno-2-octulosonate transferase	GseA, KDO transferase
MONOMER-15507	G-11887	O86224		KdkA
MONOMER-15509				
MONOMER-15511	G-11895	Q7X9V1	vanadium-dependent bromoperoxidase monomer	
MONOMER-15515	G-11890	Q14T82	lauric acid dehydroxylase	capric acid dehydroxylase, lauric acid dehydroxylase
MONOMER-15517	G-11891	Q9Z4J7	alcohol dehydrogenase (cytochrome <i>c550</i>) monomer	ExaA
MONOMER-15518	G-11892	P13650	soluble quinoprotein glucose dehydrogenase monomer	GdhB
MONOMER-15519	G-11893	Q9MBF5		
MONOMER-15520	G-11894	Q46444	alcohol dehydrogenase (azurin)	quinohaemoprotein ethanol dehydrogenase type-1
MONOMER-15521				
MONOMER-15522				lauric acid in-chain-hydroxylase, laurate monooxygenase
MONOMER-15525	G-11898	Q9CDJ2	peptidoglycan asparagine synthase	AsnH
MONOMER-15527	G-11900	Q8H0I7		
MONOMER-15528				
MONOMER-15529	G-11901	Q6WRH6		PylS
MONOMER-15530	G-11903	D0ADV7	DdcY D-alanyl-D-alanine carboxypeptidase monomer	DdcY
MONOMER-15534	G-11907	D0ANH0		Ldt, ErfK/ybiS/ycfS/ynhG family protein
MONOMER-15535	G-11908	Q9M6A3		acyl-CoA-dependent ceramide synthase
MONOMER-15536	G-11909	P24157		1-aminocyclopropane-1-carboxylate oxidase 4, aminocyclopropane-1-carboxylate oxidase
MONOMER-15538	G-11911	Q9Z3R2		RhsA, RhbA
MONOMER-15539	G-11912	Q9Z3R1		RhsB, RhbB
MONOMER-15540	G-11913	Q9Z3Q8		RhsE, RhbE, rhizobactin siderophore biosynthesis protein rhbE
MONOMER-15541	G-11914	Q9Z3Q9	<i>N</i><SUP>4</SUP>-hydroxy-1-aminopropane <i>O</i>-acetyltransferase monomer	RhsD, RhbD, rhizobactin siderophore biosynthesis protein rhbD
MONOMER-15542	G-11915	Q9Z3R0	rhizobactin 1021 core synthase RhbC subunit	RhsD, RhbC, rhizobactin siderophore biosynthesis protein rhbD
MONOMER-15543	G-11916	Q9Z3Q7	rhizobactin 1021 core synthase RhbF subunit	RhsF, RhbF, rhizobactin siderophore biosynthesis protein rhbF
MONOMER-15544	G-11917	Q04644		
MONOMER-15545	G-11918	Q88FX9	nicotinate hydroxylase small subunit	NdhS, NicA
MONOMER-15546	G-11919	Q88FX8	nicotinate hydroxylase large subunit	NdhL, NicB
MONOMER-15547	G-11920	Q88FY2	6-hydroxynicotinate 3-monooxygenase	NahG, NicC
MONOMER-15548	G-11921	Q88FY1	2,5-dihydroxypyridine dioxygenase	NicX
MONOMER-15549	G-11922	Q88FY3		NicD
MONOMER-15550	G-11923	Q88FY4	maleate <i>cis-trans</i> isomerase	NicE
MONOMER-15551	G-11924	Q88FY5		NicF
MONOMER-15552	G-11925		thebaine 6-<i>O</i>-demethylase	
MONOMER-15553	G-11926		codeine <i>O</i>-demethylase	
MONOMER-15554	G-11929	C3K9X5	maleate isomerase monomer	MaiA
MONOMER-15555	G-11930	Q9KHJ9	phenylalanine ammonia lyase	EncP
MONOMER-15556	G-11931	Q9KHL1	cinnamate:CoA ligase	EncH
MONOMER-15557	G-11932	Q9KHL0	cinnamoyl-CoA hydratase	EncI
MONOMER-15558	G-11933	Q9KHK9		EncJ
MONOMER-15559	G-11934	P93541		
MONOMER-15560	G-11935	P54767		glutamate decarboxylase
MONOMER-15561	G-11936	Q84P54		GABA-TP1, LeGABA-TP1
MONOMER-15562	G-11937	Q84P53		
MONOMER-15564	G-11939	P21685	phytoene dehydrogenase	CrtI
